workflow_id,ticket_id,agent_name,agent_stage,input_summary,output_summary,confidence_score,recommended_action,auto_resolution_status,escalation_required,human_override,decision_timestamp,processing_time_seconds,workflow_status
WF-700787,TKT-101388,Automation Agent,Send notification,New feature request for dashboard export,Processed refund request and return label,0.658,Escalate to manager,No,Yes,No,2024-06-16 12:01:38,2337,Completed
WF-700788,TKT-100873,Resolution Agent,Format response,API integration timeout errors,Sent password reset instructions,0.94,Archive ticket,No,No,No,2024-01-22 09:39:13,1634,Completed
WF-700789,TKT-101189,Automation Agent,Send notification,New feature request for dashboard export,Provided authentication troubleshooting steps,0.797,Create known issue,No,No,No,2024-06-20 17:14:07,1370,Completed
WF-700790,TKT-101862,Categorization Agent,Assess priority,VPN client authentication failure,Offered firmware rollback or upgrade path,0.587,Schedule callback,Partial,Yes,No,2024-02-23 18:55:11,1467,Completed
WF-700791,TKT-101141,Automation Agent,Send notification,"Billing dispute for $4,500 invoice",Provided authentication troubleshooting steps,0.988,Request more info,No,Yes,No,2024-04-20 06:51:44,2340,Completed
WF-700792,TKT-100060,Resolution Agent,Generate solution,Refund request for damaged product,Initiated security incident response,0.697,Wait for customer,No,Yes,No,2024-06-27 19:14:40,4203,Completed
WF-700793,TKT-101682,Resolution Agent,Search KB,New feature request for dashboard export,Referred to Billing specialist for investigation,0.81,Schedule callback,Yes,No,No,2024-06-15 04:37:06,1744,Completed
WF-700794,TKT-101253,Automation Agent,Update records,Firmware update installation failed,Offered firmware rollback or upgrade path,0.745,Escalate to manager,No,No,No,2024-03-26 04:58:03,270,Completed
WF-700795,TKT-100053,Resolution Agent,Search KB,Password reset request for shared account,Provided authentication troubleshooting steps,0.717,Archive ticket,No,Yes,No,2024-02-11 04:47:21,4025,Completed
WF-700796,TKT-101330,Resolution Agent,Search KB,Refund request for damaged product,Sent password reset instructions,0.553,Wait for customer,No,Yes,No,2024-05-16 03:42:11,398,Completed
WF-700797,TKT-100395,Categorization Agent,Analyze category,Refund request for damaged product,Routed to Network Operations team,0.819,Create known issue,Partial,Yes,No,2024-01-11 21:14:01,4975,Completed
WF-700798,TKT-101374,Categorization Agent,Analyze category,"Billing dispute for $4,500 invoice",Provided authentication troubleshooting steps,0.645,Wait for customer,Partial,Yes,No,2024-05-13 01:20:37,2757,Completed
WF-700799,TKT-101003,Resolution Agent,Generate solution,New feature request for dashboard export,Processed refund request and return label,0.82,Send template response,No,Yes,No,2024-04-27 23:18:06,4523,Completed
WF-700800,TKT-101688,Supervisor Agent,Escalation decision,API integration timeout errors,Processed refund request and return label,0.679,Archive ticket,No,Yes,No,2024-05-19 20:22:49,3488,Pending
WF-700801,TKT-101793,Intake Agent,Validate format,"Billing dispute for $4,500 invoice",Sent password reset instructions,0.878,Wait for customer,No,Yes,Yes,2024-02-15 09:16:07,3734,Escalated
WF-700802,TKT-100503,Automation Agent,Send notification,Refund request for damaged product,Routed to Network Operations team,0.953,Archive ticket,Partial,No,No,2024-04-25 04:26:29,480,In Progress
WF-700803,TKT-101971,Intake Agent,Parse ticket,Security alert for suspicious login attempts,Sent password reset instructions,0.808,Send template response,Partial,Yes,No,2024-04-01 08:22:13,465,Completed
WF-700804,TKT-100585,Supervisor Agent,Review output,Refund request for damaged product,Initiated security incident response,0.77,Auto-resolve from KB,No,No,No,2024-04-20 16:00:56,3669,Completed
WF-700805,TKT-100949,Supervisor Agent,Review output,Database performance degradation,Referred to Billing specialist for investigation,0.685,Schedule callback,Yes,Yes,No,2024-01-30 05:47:07,2929,Completed
WF-700806,TKT-101920,Automation Agent,Execute action,Refund request for damaged product,Processed refund request and return label,0.989,Request more info,No,No,No,2024-03-19 03:58:47,2647,Completed
WF-700807,TKT-101208,Categorization Agent,Assess priority,"Billing dispute for $4,500 invoice",Initiated security incident response,0.983,Request more info,Yes,No,No,2024-03-04 17:59:17,606,In Progress
WF-700808,TKT-101631,Categorization Agent,Route decision,"Billing dispute for $4,500 invoice",Referred to Billing specialist for investigation,0.818,Route to specialist,Yes,Yes,No,2024-01-07 11:53:52,3258,Completed
WF-700809,TKT-100174,Automation Agent,Send notification,Refund request for damaged product,Recommended database optimization,0.968,Schedule callback,No,No,No,2024-05-04 03:12:49,4845,Completed
WF-700810,TKT-101573,Categorization Agent,Assess priority,Firmware update installation failed,Provided authentication troubleshooting steps,0.697,Schedule callback,No,Yes,No,2024-06-10 00:25:39,2660,Completed
WF-700811,TKT-100366,Intake Agent,Extract info,Security alert for suspicious login attempts,Initiated security incident response,0.86,Wait for customer,No,No,No,2024-03-11 17:46:05,829,Completed
WF-700812,TKT-101840,Categorization Agent,Analyze category,Customer reports connectivity issues affecting production,Offered firmware rollback or upgrade path,0.678,Create known issue,Yes,Yes,Yes,2024-02-05 02:29:07,3936,Completed
WF-700813,TKT-101019,Supervisor Agent,Escalation decision,Customer reports connectivity issues affecting production,Offered firmware rollback or upgrade path,0.539,Wait for customer,No,Yes,No,2024-06-04 00:08:27,1969,Completed
WF-700814,TKT-101205,Supervisor Agent,Quality check,Refund request for damaged product,Sent password reset instructions,0.931,Route to specialist,No,No,Yes,2024-01-17 14:39:34,3202,Completed
WF-700815,TKT-101806,Automation Agent,Update records,Firmware update installation failed,Recommended database optimization,0.96,Escalate to manager,No,No,No,2024-01-22 02:02:50,3815,Completed
WF-700816,TKT-101337,Resolution Agent,Search KB,VPN client authentication failure,Routed to Network Operations team,0.888,Create known issue,Partial,No,No,2024-01-01 12:03:10,792,Completed
WF-700817,TKT-100223,Supervisor Agent,Review output,VPN client authentication failure,Initiated security incident response,0.929,Archive ticket,Partial,No,No,2024-02-13 02:45:27,3920,Completed
WF-700818,TKT-101185,Resolution Agent,Search KB,"Billing dispute for $4,500 invoice",Initiated security incident response,0.893,Request more info,No,No,No,2024-04-10 11:18:16,4085,Completed
WF-700819,TKT-100138,Supervisor Agent,Escalation decision,"Billing dispute for $4,500 invoice",Initiated security incident response,0.939,Wait for customer,Yes,No,No,2024-06-03 23:43:34,1647,Pending
WF-700820,TKT-100562,Resolution Agent,Format response,Refund request for damaged product,Recommended database optimization,0.981,Escalate to manager,Yes,No,No,2024-04-26 06:54:06,1882,Completed
WF-700821,TKT-100223,Automation Agent,Send notification,Database performance degradation,Referred to Billing specialist for investigation,0.799,Wait for customer,Yes,Yes,No,2024-01-03 16:15:02,271,Completed
WF-700822,TKT-101614,Resolution Agent,Generate solution,Firmware update installation failed,Escalated to Engineering for deep analysis,0.942,Create known issue,No,No,No,2024-04-04 22:36:58,1309,Completed
WF-700823,TKT-100724,Categorization Agent,Route decision,Firmware update installation failed,Sent password reset instructions,0.905,Archive ticket,No,Yes,No,2024-05-13 14:30:48,1573,Failed
WF-700824,TKT-101654,Categorization Agent,Route decision,New feature request for dashboard export,Initiated security incident response,0.718,Escalate to manager,Yes,No,Yes,2024-06-15 20:52:43,4339,Escalated
WF-700825,TKT-101280,Intake Agent,Validate format,New feature request for dashboard export,Offered firmware rollback or upgrade path,0.703,Send template response,Yes,No,No,2024-06-21 20:01:35,4628,Completed
WF-700826,TKT-101147,Categorization Agent,Analyze category,New feature request for dashboard export,Initiated security incident response,0.904,Create known issue,No,Yes,No,2024-03-14 21:33:26,3224,Completed
WF-700827,TKT-101037,Automation Agent,Update records,Customer reports connectivity issues affecting production,Referred to Billing specialist for investigation,0.683,Request more info,No,Yes,No,2024-03-23 17:16:57,2270,Completed
WF-700828,TKT-101483,Automation Agent,Send notification,Customer reports connectivity issues affecting production,Provided authentication troubleshooting steps,0.599,Escalate to manager,No,Yes,No,2024-02-07 22:55:08,3689,Completed
WF-700829,TKT-100692,Supervisor Agent,Quality check,Customer reports connectivity issues affecting production,Provided authentication troubleshooting steps,0.967,Wait for customer,Partial,No,No,2024-06-23 11:51:14,4186,Completed
WF-700830,TKT-101771,Automation Agent,Update records,Password reset request for shared account,Processed refund request and return label,0.53,Auto-resolve from KB,Yes,Yes,No,2024-01-09 14:44:11,3187,Completed
WF-700831,TKT-100613,Automation Agent,Send notification,API integration timeout errors,Recommended database optimization,0.626,Archive ticket,Yes,Yes,Yes,2024-06-17 12:20:39,2162,In Progress
WF-700832,TKT-101182,Resolution Agent,Generate solution,"Billing dispute for $4,500 invoice",Provided authentication troubleshooting steps,0.757,Create known issue,No,Yes,No,2024-04-19 14:29:11,2413,Escalated
WF-700833,TKT-100768,Automation Agent,Execute action,Firmware update installation failed,Offered firmware rollback or upgrade path,0.721,Send template response,Partial,No,No,2024-04-21 19:17:33,3636,In Progress
WF-700834,TKT-101602,Resolution Agent,Format response,API integration timeout errors,Routed to Network Operations team,0.62,Create known issue,No,Yes,No,2024-06-19 07:41:12,4329,In Progress
WF-700835,TKT-101017,Categorization Agent,Assess priority,Password reset request for shared account,Initiated security incident response,0.57,Escalate to manager,No,Yes,No,2024-02-28 07:48:11,1969,Completed
WF-700836,TKT-100358,Intake Agent,Extract info,Customer reports connectivity issues affecting production,Logged feature request in product backlog,0.583,Route to specialist,Yes,Yes,No,2024-04-20 15:23:52,1179,Completed
WF-700837,TKT-100051,Supervisor Agent,Escalation decision,VPN client authentication failure,Logged feature request in product backlog,0.704,Request more info,Yes,Yes,No,2024-03-07 22:10:23,2628,Completed
WF-700838,TKT-101072,Resolution Agent,Generate solution,VPN client authentication failure,Referred to Billing specialist for investigation,0.972,Archive ticket,Yes,No,No,2024-01-25 12:33:23,2576,Completed
WF-700839,TKT-101483,Intake Agent,Extract info,Refund request for damaged product,Recommended database optimization,0.588,Route to specialist,No,Yes,Yes,2024-02-14 19:23:26,1189,Completed
WF-700840,TKT-101909,Intake Agent,Validate format,Firmware update installation failed,Referred to Billing specialist for investigation,0.952,Request more info,Yes,No,Yes,2024-05-26 02:33:10,3282,Completed
WF-700841,TKT-101066,Resolution Agent,Search KB,Firmware update installation failed,Initiated security incident response,0.618,Escalate to manager,Partial,Yes,No,2024-02-20 12:11:34,4569,In Progress
WF-700842,TKT-100394,Resolution Agent,Generate solution,Database performance degradation,Escalated to Engineering for deep analysis,0.8,Wait for customer,Yes,No,No,2024-04-01 23:07:12,3446,Completed
WF-700843,TKT-100322,Resolution Agent,Search KB,Customer reports connectivity issues affecting production,Offered firmware rollback or upgrade path,0.908,Archive ticket,Partial,No,No,2024-02-06 04:05:45,2400,Completed
WF-700844,TKT-100717,Automation Agent,Update records,Security alert for suspicious login attempts,Provided authentication troubleshooting steps,0.936,Create known issue,No,No,No,2024-03-17 22:38:53,1291,Completed
WF-700845,TKT-100637,Automation Agent,Update records,Database performance degradation,Sent password reset instructions,0.755,Auto-resolve from KB,Partial,No,No,2024-06-21 16:56:13,4179,In Progress
WF-700846,TKT-101383,Intake Agent,Parse ticket,Refund request for damaged product,Routed to Network Operations team,0.505,Route to specialist,No,Yes,No,2024-03-25 19:52:56,2361,Escalated
WF-700847,TKT-100366,Automation Agent,Send notification,Password reset request for shared account,Offered firmware rollback or upgrade path,0.7,Request more info,No,No,No,2024-06-19 13:36:42,726,In Progress
WF-700848,TKT-101460,Automation Agent,Execute action,Password reset request for shared account,Offered firmware rollback or upgrade path,0.705,Schedule callback,No,No,No,2024-05-28 05:56:38,590,Completed
WF-700849,TKT-101430,Supervisor Agent,Review output,Password reset request for shared account,Initiated security incident response,0.654,Wait for customer,No,Yes,No,2024-06-16 04:44:25,3259,In Progress
WF-700850,TKT-101940,Categorization Agent,Analyze category,Firmware update installation failed,Initiated security incident response,0.732,Request more info,Yes,No,No,2024-05-16 19:24:36,2494,Completed
WF-700851,TKT-101362,Resolution Agent,Generate solution,Password reset request for shared account,Sent password reset instructions,0.778,Auto-resolve from KB,No,No,No,2024-03-17 21:22:56,4491,In Progress
WF-700852,TKT-100980,Supervisor Agent,Review output,Security alert for suspicious login attempts,Escalated to Engineering for deep analysis,0.565,Schedule callback,No,Yes,No,2024-06-17 14:12:17,1727,Completed
WF-700853,TKT-100830,Intake Agent,Extract info,Database performance degradation,Referred to Billing specialist for investigation,0.641,Create known issue,Yes,Yes,No,2024-02-07 00:15:01,2281,Escalated
WF-700854,TKT-100820,Automation Agent,Update records,New feature request for dashboard export,Offered firmware rollback or upgrade path,0.512,Escalate to manager,No,Yes,No,2024-04-08 23:06:08,4966,Completed
WF-700855,TKT-101994,Supervisor Agent,Quality check,"Billing dispute for $4,500 invoice",Escalated to Engineering for deep analysis,0.545,Escalate to manager,No,Yes,No,2024-03-28 17:33:32,1364,Completed
WF-700856,TKT-101210,Supervisor Agent,Quality check,Firmware update installation failed,Escalated to Engineering for deep analysis,0.624,Archive ticket,No,Yes,No,2024-05-05 23:44:33,4348,Completed
WF-700857,TKT-100354,Intake Agent,Validate format,Firmware update installation failed,Sent password reset instructions,0.936,Route to specialist,No,No,No,2024-03-13 11:50:24,4918,In Progress
WF-700858,TKT-101136,Intake Agent,Extract info,VPN client authentication failure,Initiated security incident response,0.66,Send template response,No,Yes,No,2024-05-25 22:37:21,1971,Completed
WF-700859,TKT-100222,Automation Agent,Update records,API integration timeout errors,Sent password reset instructions,0.714,Auto-resolve from KB,No,No,No,2024-04-05 01:43:11,2168,Completed
WF-700860,TKT-101817,Automation Agent,Send notification,Customer reports connectivity issues affecting production,Provided authentication troubleshooting steps,0.587,Schedule callback,No,Yes,No,2024-01-18 16:25:23,1133,Completed
WF-700861,TKT-100596,Supervisor Agent,Escalation decision,Firmware update installation failed,Sent password reset instructions,0.677,Escalate to manager,No,Yes,No,2024-01-09 12:50:16,615,In Progress
WF-700862,TKT-101796,Resolution Agent,Generate solution,Firmware update installation failed,Initiated security incident response,0.644,Send template response,No,Yes,No,2024-02-21 17:22:12,242,Completed
WF-700863,TKT-101874,Resolution Agent,Search KB,Firmware update installation failed,Routed to Network Operations team,0.725,Archive ticket,No,No,No,2024-04-02 09:49:00,1781,Escalated
WF-700864,TKT-100602,Intake Agent,Extract info,Database performance degradation,Routed to Network Operations team,0.509,Auto-resolve from KB,No,Yes,No,2024-01-08 00:01:06,3360,Completed
WF-700865,TKT-101680,Resolution Agent,Search KB,Security alert for suspicious login attempts,Routed to Network Operations team,0.524,Escalate to manager,No,Yes,No,2024-01-11 10:41:38,4716,Completed
WF-700866,TKT-101208,Supervisor Agent,Escalation decision,API integration timeout errors,Processed refund request and return label,0.943,Send template response,Yes,No,No,2024-01-12 04:42:12,1287,Completed
WF-700867,TKT-101356,Categorization Agent,Assess priority,VPN client authentication failure,Logged feature request in product backlog,0.617,Archive ticket,No,Yes,No,2024-02-25 04:46:14,298,Completed
WF-700868,TKT-101893,Resolution Agent,Generate solution,VPN client authentication failure,Initiated security incident response,0.804,Schedule callback,Partial,No,No,2024-06-27 23:53:26,1274,Completed
WF-700869,TKT-100032,Categorization Agent,Route decision,Password reset request for shared account,Processed refund request and return label,0.574,Schedule callback,No,Yes,No,2024-05-09 00:51:24,887,Completed
WF-700870,TKT-101315,Supervisor Agent,Quality check,Firmware update installation failed,Processed refund request and return label,0.71,Schedule callback,No,No,No,2024-04-08 08:07:45,3546,Completed
WF-700871,TKT-101679,Supervisor Agent,Quality check,API integration timeout errors,Logged feature request in product backlog,0.601,Schedule callback,No,Yes,No,2024-02-28 11:04:27,424,Completed
WF-700872,TKT-100015,Automation Agent,Update records,New feature request for dashboard export,Recommended database optimization,0.632,Create known issue,No,Yes,No,2024-04-14 16:47:10,4339,Failed
WF-700873,TKT-101118,Automation Agent,Update records,Customer reports connectivity issues affecting production,Routed to Network Operations team,0.868,Wait for customer,Partial,Yes,No,2024-01-30 08:39:46,3017,In Progress
WF-700874,TKT-100986,Intake Agent,Parse ticket,Database performance degradation,Initiated security incident response,0.886,Wait for customer,Partial,No,No,2024-03-20 22:36:35,4427,Failed
WF-700875,TKT-101249,Intake Agent,Parse ticket,Password reset request for shared account,Referred to Billing specialist for investigation,0.738,Archive ticket,No,Yes,No,2024-06-03 22:36:57,2320,Escalated
WF-700876,TKT-100108,Resolution Agent,Format response,Customer reports connectivity issues affecting production,Sent password reset instructions,0.875,Wait for customer,Yes,No,No,2024-01-29 05:26:21,1013,Escalated
WF-700877,TKT-101502,Resolution Agent,Generate solution,API integration timeout errors,Initiated security incident response,0.662,Create known issue,No,Yes,No,2024-04-24 20:09:33,2478,Completed
WF-700878,TKT-101423,Automation Agent,Send notification,Security alert for suspicious login attempts,Offered firmware rollback or upgrade path,0.653,Create known issue,Partial,Yes,No,2024-06-27 05:50:45,1289,Completed
WF-700879,TKT-100969,Automation Agent,Execute action,Firmware update installation failed,Routed to Network Operations team,0.825,Create known issue,No,Yes,No,2024-02-28 04:14:00,1911,Completed
WF-700880,TKT-100587,Supervisor Agent,Review output,VPN client authentication failure,Recommended database optimization,0.983,Route to specialist,No,Yes,No,2024-02-04 17:10:26,1435,In Progress
WF-700881,TKT-100271,Automation Agent,Update records,Security alert for suspicious login attempts,Initiated security incident response,0.583,Auto-resolve from KB,Yes,Yes,No,2024-06-20 19:04:54,2430,Pending
WF-700882,TKT-101236,Categorization Agent,Route decision,VPN client authentication failure,Sent password reset instructions,0.582,Request more info,Partial,Yes,No,2024-06-13 06:15:04,789,Completed
WF-700883,TKT-100535,Categorization Agent,Assess priority,VPN client authentication failure,Recommended database optimization,0.651,Auto-resolve from KB,No,Yes,No,2024-01-03 09:12:19,3603,Failed
WF-700884,TKT-100172,Categorization Agent,Route decision,VPN client authentication failure,Sent password reset instructions,0.958,Send template response,No,Yes,No,2024-03-01 08:04:46,546,In Progress
WF-700885,TKT-100901,Categorization Agent,Analyze category,Firmware update installation failed,Escalated to Engineering for deep analysis,0.57,Auto-resolve from KB,No,Yes,No,2024-02-19 19:43:10,3799,Completed
WF-700886,TKT-101547,Intake Agent,Parse ticket,VPN client authentication failure,Sent password reset instructions,0.535,Send template response,No,Yes,No,2024-01-08 14:53:54,4757,In Progress
WF-700887,TKT-100975,Automation Agent,Execute action,Refund request for damaged product,Processed refund request and return label,0.809,Wait for customer,Partial,No,No,2024-06-08 04:19:41,1083,Pending
WF-700888,TKT-100890,Intake Agent,Extract info,Password reset request for shared account,Processed refund request and return label,0.947,Request more info,No,Yes,No,2024-03-18 07:04:24,645,Completed
WF-700889,TKT-100084,Intake Agent,Validate format,API integration timeout errors,Processed refund request and return label,0.584,Create known issue,No,Yes,No,2024-06-07 01:02:55,2090,Escalated
WF-700890,TKT-100546,Intake Agent,Extract info,Firmware update installation failed,Processed refund request and return label,0.749,Wait for customer,Yes,Yes,No,2024-05-09 03:47:48,4587,Completed
WF-700891,TKT-101503,Automation Agent,Execute action,Database performance degradation,Escalated to Engineering for deep analysis,0.825,Schedule callback,No,No,Yes,2024-01-22 04:03:46,4535,Completed
WF-700892,TKT-100017,Intake Agent,Parse ticket,Refund request for damaged product,Referred to Billing specialist for investigation,0.939,Archive ticket,Partial,No,No,2024-01-17 17:18:07,3299,Completed
WF-700893,TKT-100449,Resolution Agent,Generate solution,New feature request for dashboard export,Routed to Network Operations team,0.626,Auto-resolve from KB,No,Yes,No,2024-04-03 13:28:37,696,In Progress
WF-700894,TKT-100116,Automation Agent,Send notification,New feature request for dashboard export,Offered firmware rollback or upgrade path,0.653,Route to specialist,Partial,Yes,No,2024-02-20 17:31:20,3831,Completed
WF-700895,TKT-100245,Intake Agent,Validate format,VPN client authentication failure,Processed refund request and return label,0.78,Schedule callback,No,Yes,No,2024-01-09 11:11:17,1549,Completed
WF-700896,TKT-100518,Resolution Agent,Generate solution,"Billing dispute for $4,500 invoice",Sent password reset instructions,0.914,Create known issue,No,Yes,No,2024-04-19 02:43:44,1562,In Progress
WF-700897,TKT-101367,Resolution Agent,Generate solution,VPN client authentication failure,Referred to Billing specialist for investigation,0.855,Create known issue,Partial,Yes,No,2024-01-04 21:05:00,612,Completed
WF-700898,TKT-100681,Intake Agent,Extract info,Security alert for suspicious login attempts,Provided authentication troubleshooting steps,0.671,Wait for customer,No,Yes,No,2024-04-15 09:24:56,1667,In Progress
WF-700899,TKT-101901,Categorization Agent,Route decision,Refund request for damaged product,Provided authentication troubleshooting steps,0.867,Wait for customer,Partial,No,No,2024-03-27 19:52:17,2465,Completed
WF-700900,TKT-100883,Categorization Agent,Route decision,"Billing dispute for $4,500 invoice",Sent password reset instructions,0.593,Create known issue,Yes,Yes,No,2024-04-22 00:03:48,3611,Failed
WF-700901,TKT-100149,Intake Agent,Validate format,Security alert for suspicious login attempts,Sent password reset instructions,0.836,Auto-resolve from KB,Partial,Yes,No,2024-01-30 00:46:49,1018,In Progress
WF-700902,TKT-101311,Intake Agent,Parse ticket,Refund request for damaged product,Initiated security incident response,0.762,Schedule callback,Yes,Yes,No,2024-04-15 10:22:13,2218,Completed
WF-700903,TKT-101176,Intake Agent,Validate format,Password reset request for shared account,Sent password reset instructions,0.883,Send template response,Partial,No,No,2024-04-16 18:42:36,3988,Escalated
WF-700904,TKT-101663,Intake Agent,Validate format,New feature request for dashboard export,Routed to Network Operations team,0.846,Send template response,No,Yes,No,2024-06-27 23:38:39,1967,Pending
WF-700905,TKT-100987,Intake Agent,Validate format,Database performance degradation,Escalated to Engineering for deep analysis,0.943,Request more info,Yes,No,No,2024-05-07 12:21:02,340,Completed
WF-700906,TKT-101294,Intake Agent,Extract info,Database performance degradation,Escalated to Engineering for deep analysis,0.591,Route to specialist,No,Yes,No,2024-04-08 06:20:13,3868,Completed
WF-700907,TKT-101557,Resolution Agent,Format response,New feature request for dashboard export,Provided authentication troubleshooting steps,0.715,Archive ticket,Partial,No,No,2024-06-17 23:29:37,2273,Completed
WF-700908,TKT-100391,Resolution Agent,Format response,Refund request for damaged product,Referred to Billing specialist for investigation,0.912,Request more info,No,No,No,2024-01-17 07:31:34,2549,Completed
WF-700909,TKT-100896,Categorization Agent,Analyze category,Customer reports connectivity issues affecting production,Logged feature request in product backlog,0.581,Auto-resolve from KB,No,Yes,No,2024-04-28 06:47:46,1401,In Progress
WF-700910,TKT-101214,Categorization Agent,Assess priority,Refund request for damaged product,Referred to Billing specialist for investigation,0.66,Archive ticket,Yes,Yes,No,2024-02-21 16:54:52,3285,Completed
WF-700911,TKT-101023,Automation Agent,Update records,Customer reports connectivity issues affecting production,Routed to Network Operations team,0.558,Request more info,No,Yes,No,2024-01-16 20:36:59,996,Completed
WF-700912,TKT-101613,Intake Agent,Extract info,"Billing dispute for $4,500 invoice",Logged feature request in product backlog,0.716,Archive ticket,No,No,No,2024-04-09 13:48:57,2995,Completed
WF-700913,TKT-101790,Automation Agent,Execute action,Firmware update installation failed,Logged feature request in product backlog,0.746,Route to specialist,Yes,No,No,2024-06-20 05:29:42,3870,Escalated
WF-700914,TKT-101339,Intake Agent,Extract info,Firmware update installation failed,Routed to Network Operations team,0.747,Escalate to manager,Partial,Yes,No,2024-03-18 21:54:23,1104,Completed
WF-700915,TKT-100352,Intake Agent,Extract info,"Billing dispute for $4,500 invoice",Sent password reset instructions,0.578,Schedule callback,No,Yes,No,2024-03-21 22:19:16,1133,Completed
WF-700916,TKT-100130,Intake Agent,Parse ticket,Password reset request for shared account,Offered firmware rollback or upgrade path,0.907,Escalate to manager,No,No,No,2024-02-27 16:16:05,3020,In Progress
WF-700917,TKT-100690,Supervisor Agent,Quality check,"Billing dispute for $4,500 invoice",Offered firmware rollback or upgrade path,0.889,Archive ticket,No,No,No,2024-06-02 23:03:07,3268,Completed
WF-700918,TKT-101624,Categorization Agent,Analyze category,Firmware update installation failed,Provided authentication troubleshooting steps,0.975,Request more info,No,No,No,2024-03-09 22:08:57,647,Completed
WF-700919,TKT-101551,Supervisor Agent,Review output,API integration timeout errors,Recommended database optimization,0.553,Schedule callback,Partial,Yes,No,2024-06-02 16:31:10,3891,In Progress
WF-700920,TKT-101895,Automation Agent,Execute action,VPN client authentication failure,Referred to Billing specialist for investigation,0.808,Send template response,No,Yes,Yes,2024-01-03 15:43:53,2828,Escalated
WF-700921,TKT-100997,Intake Agent,Parse ticket,Customer reports connectivity issues affecting production,Provided authentication troubleshooting steps,0.806,Route to specialist,Partial,Yes,No,2024-03-01 15:26:05,2026,Failed
WF-700922,TKT-100581,Supervisor Agent,Escalation decision,Password reset request for shared account,Provided authentication troubleshooting steps,0.829,Escalate to manager,Partial,No,No,2024-06-06 15:23:41,3181,Completed
WF-700923,TKT-100922,Supervisor Agent,Review output,VPN client authentication failure,Offered firmware rollback or upgrade path,0.619,Auto-resolve from KB,No,Yes,No,2024-02-25 05:16:24,4178,Completed
WF-700924,TKT-101468,Supervisor Agent,Escalation decision,"Billing dispute for $4,500 invoice",Initiated security incident response,0.758,Request more info,No,No,No,2024-05-09 20:15:02,383,Completed
WF-700925,TKT-100393,Intake Agent,Validate format,"Billing dispute for $4,500 invoice",Offered firmware rollback or upgrade path,0.702,Request more info,No,Yes,No,2024-03-14 07:32:40,2594,Completed
WF-700926,TKT-101039,Categorization Agent,Assess priority,New feature request for dashboard export,Initiated security incident response,0.799,Auto-resolve from KB,No,No,No,2024-03-28 08:56:07,3337,Completed
WF-700927,TKT-101403,Supervisor Agent,Quality check,VPN client authentication failure,Provided authentication troubleshooting steps,0.601,Auto-resolve from KB,No,Yes,No,2024-05-09 04:47:52,4923,Escalated
WF-700928,TKT-100745,Resolution Agent,Search KB,Refund request for damaged product,Initiated security incident response,0.62,Request more info,Partial,Yes,No,2024-04-26 06:29:05,2983,Escalated
WF-700929,TKT-101822,Supervisor Agent,Review output,"Billing dispute for $4,500 invoice",Routed to Network Operations team,0.973,Archive ticket,No,No,No,2024-05-25 21:48:38,1838,Completed
WF-700930,TKT-100993,Automation Agent,Execute action,"Billing dispute for $4,500 invoice",Logged feature request in product backlog,0.638,Wait for customer,Yes,Yes,No,2024-04-10 09:15:24,1012,Completed
WF-700931,TKT-100667,Supervisor Agent,Review output,API integration timeout errors,Logged feature request in product backlog,0.661,Route to specialist,No,Yes,No,2024-05-11 06:38:09,3604,Completed
WF-700932,TKT-100200,Categorization Agent,Route decision,Refund request for damaged product,Logged feature request in product backlog,0.746,Send template response,No,Yes,No,2024-01-09 21:23:24,4754,Escalated
WF-700933,TKT-101198,Supervisor Agent,Review output,Refund request for damaged product,Provided authentication troubleshooting steps,0.626,Escalate to manager,No,Yes,No,2024-03-30 22:09:55,1096,Escalated
WF-700934,TKT-100931,Categorization Agent,Assess priority,API integration timeout errors,Provided authentication troubleshooting steps,0.739,Wait for customer,No,Yes,No,2024-05-10 17:37:36,4287,In Progress
WF-700935,TKT-101997,Resolution Agent,Search KB,API integration timeout errors,Provided authentication troubleshooting steps,0.946,Auto-resolve from KB,No,No,No,2024-05-10 10:46:02,4372,Completed
WF-700936,TKT-100279,Intake Agent,Extract info,Password reset request for shared account,Processed refund request and return label,0.89,Schedule callback,Partial,Yes,No,2024-04-26 05:34:45,3883,In Progress
WF-700937,TKT-100604,Automation Agent,Execute action,Firmware update installation failed,Provided authentication troubleshooting steps,0.805,Archive ticket,No,Yes,No,2024-03-02 02:35:44,4603,Failed
WF-700938,TKT-101755,Automation Agent,Update records,New feature request for dashboard export,Offered firmware rollback or upgrade path,0.525,Wait for customer,No,Yes,No,2024-06-05 01:16:22,2611,Completed
WF-700939,TKT-100571,Intake Agent,Validate format,Refund request for damaged product,Logged feature request in product backlog,0.675,Escalate to manager,No,Yes,No,2024-02-12 23:30:33,3242,In Progress
WF-700940,TKT-101186,Categorization Agent,Route decision,VPN client authentication failure,Offered firmware rollback or upgrade path,0.6,Auto-resolve from KB,No,Yes,No,2024-03-03 19:02:26,4733,Completed
WF-700941,TKT-100090,Intake Agent,Extract info,Database performance degradation,Routed to Network Operations team,0.974,Send template response,No,No,No,2024-04-17 03:12:29,2606,In Progress
WF-700942,TKT-101634,Intake Agent,Extract info,Password reset request for shared account,Logged feature request in product backlog,0.647,Route to specialist,Partial,Yes,No,2024-04-07 16:42:19,3761,Completed
