analysis_id,ticket_id,product_id,uploaded_image_name,damage_detected,damage_type,color_mismatch,missing_component,ocr_detected_text,image_confidence_score,recommended_decision,fraud_risk_score,manual_review_required,analysis_timestamp
IMG-800352,TKT-100617,PROD-1711,product_image_00352.jpg,No,,No,No,Model: NP-5000X,0.743,No Action Needed,0.046,Yes,2024-04-17 02:16:50
IMG-800353,TKT-100124,PROD-1711,product_image_00353.jpg,No,,No,No,,0.857,No Action Needed,0.038,No,2024-02-14 17:48:09
IMG-800354,TKT-100873,PROD-1522,product_image_00354.jpg,No,,No,Yes,Max Capacity: 5TB,0.866,Approve Replacement,0.015,No,2024-06-23 18:24:22
IMG-800355,TKT-100150,PROD-1522,product_image_00355.jpg,Yes,Burn Mark,No,No,Serial: SN-2024-001,0.876,Approve Partial Refund,0.169,Yes,2024-05-26 09:35:42
IMG-800356,TKT-100258,PROD-1423,product_image_00356.jpg,No,,No,No,Component: Active Directory,0.677,No Action Needed,0.042,Yes,2024-06-15 19:50:25
IMG-800357,TKT-101123,PROD-1232,product_image_00357.jpg,No,,No,No,Component: Active Directory,0.852,No Action Needed,0.011,No,2024-02-20 21:21:57
IMG-800358,TKT-101086,PROD-1423,product_image_00358.jpg,Yes,Paint Chipping,No,No,Made in China,0.867,Approve Partial Refund,0.137,No,2024-05-10 01:40:31
IMG-800359,TKT-100203,PROD-1522,product_image_00359.jpg,No,,No,No,,0.831,No Action Needed,0.05,No,2024-02-24 18:45:34
IMG-800360,TKT-101333,PROD-1878,product_image_00360.jpg,Yes,Missing Component,No,No,MFG: 2024-01,0.767,Approve Partial Refund,0.167,Yes,2024-01-28 02:55:16
IMG-800361,TKT-100847,PROD-1232,product_image_00361.jpg,No,,No,No,,0.744,No Action Needed,0.038,Yes,2024-05-01 17:21:33
IMG-800362,TKT-100816,PROD-1652,product_image_00362.jpg,No,,No,No,,0.942,No Action Needed,0.092,No,2024-03-03 22:51:19
IMG-800363,TKT-100640,PROD-1652,product_image_00363.jpg,No,,Yes,No,WARNING: Do not expose to moisture,0.659,Approve Replacement,0.045,Yes,2024-05-31 12:42:14
IMG-800364,TKT-100766,PROD-1057,product_image_00364.jpg,No,,No,No,Max Capacity: 5TB,0.665,No Action Needed,0.079,Yes,2024-02-16 12:16:19
IMG-800365,TKT-100137,PROD-1522,product_image_00365.jpg,No,,No,No,,0.652,No Action Needed,0.045,Yes,2024-05-05 13:11:38
IMG-800366,TKT-100190,PROD-1652,product_image_00366.jpg,No,,No,No,Part Number: PN-88421,0.774,No Action Needed,0.03,No,2024-03-05 04:50:38
IMG-800367,TKT-101662,PROD-1057,product_image_00367.jpg,No,,No,No,Component: Active Directory,0.659,No Action Needed,0.055,Yes,2024-03-15 19:29:48
IMG-800368,TKT-101959,PROD-1878,product_image_00368.jpg,No,,Yes,Yes,Serial: SN-2024-001,0.782,Approve Replacement,0.024,No,2024-02-19 05:11:33
IMG-800369,TKT-100841,PROD-1232,product_image_00369.jpg,No,,No,No,,0.956,No Action Needed,0.02,No,2024-06-18 20:30:51
IMG-800370,TKT-101927,PROD-1652,product_image_00370.jpg,No,,No,No,,0.931,No Action Needed,0.099,No,2024-03-17 05:42:18
IMG-800371,TKT-101476,PROD-1739,product_image_00371.jpg,No,,No,No,,0.766,No Action Needed,0.059,No,2024-06-13 04:24:08
IMG-800372,TKT-101229,PROD-1423,product_image_00372.jpg,No,,No,No,Component: Active Directory,0.933,No Action Needed,0.05,No,2024-02-11 02:39:29
IMG-800373,TKT-101039,PROD-1816,product_image_00373.jpg,No,,No,No,Max Capacity: 5TB,0.766,No Action Needed,0.034,No,2024-02-13 00:02:18
IMG-800374,TKT-100459,PROD-1522,product_image_00374.jpg,No,,No,No,Input: 110-240V,0.697,No Action Needed,0.05,Yes,2024-04-20 17:52:33
IMG-800375,TKT-100752,PROD-1522,product_image_00375.jpg,No,,No,No,,0.949,No Action Needed,0.066,No,2024-05-31 23:32:34
IMG-800376,TKT-101175,PROD-1816,product_image_00376.jpg,No,,No,Yes,,0.812,Approve Replacement,0.059,No,2024-05-26 21:02:54
IMG-800377,TKT-101730,PROD-1878,product_image_00377.jpg,No,,No,No,,0.831,No Action Needed,0.088,No,2024-05-28 12:26:29
IMG-800378,TKT-101676,PROD-1790,product_image_00378.jpg,No,,No,No,Input: 110-240V,0.744,No Action Needed,0.089,Yes,2024-01-12 03:51:33
IMG-800379,TKT-100053,PROD-1790,product_image_00379.jpg,No,,No,No,,0.814,No Action Needed,0.088,No,2024-04-11 16:22:34
IMG-800380,TKT-101698,PROD-1423,product_image_00380.jpg,No,,No,No,WARNING: Do not expose to moisture,0.824,No Action Needed,0.054,No,2024-06-27 15:20:20
IMG-800381,TKT-101439,PROD-1423,product_image_00381.jpg,No,,No,No,,0.91,No Action Needed,0.062,No,2024-04-18 14:50:10
IMG-800382,TKT-100718,PROD-1739,product_image_00382.jpg,No,,No,No,Warranty: 12 months,0.799,No Action Needed,0.086,No,2024-04-05 22:13:38
IMG-800383,TKT-101159,PROD-1652,product_image_00383.jpg,No,,No,Yes,Model: NP-5000X,0.98,Approve Replacement,0.03,No,2024-04-23 07:31:43
IMG-800384,TKT-100187,PROD-1878,product_image_00384.jpg,No,,Yes,No,Made in China,0.829,Approve Replacement,0.067,No,2024-01-21 14:12:31
IMG-800385,TKT-100929,PROD-1232,product_image_00385.jpg,No,,No,No,WARNING: Do not expose to moisture,0.83,No Action Needed,0.081,No,2024-06-11 21:37:22
IMG-800386,TKT-101477,PROD-1232,product_image_00386.jpg,No,,No,No,,0.651,No Action Needed,0.014,Yes,2024-02-05 09:06:32
IMG-800387,TKT-101162,PROD-1790,product_image_00387.jpg,No,,Yes,Yes,Model: NP-5000X,0.969,Approve Replacement,0.084,No,2024-05-06 05:35:31
IMG-800388,TKT-100318,PROD-1057,product_image_00388.jpg,No,,No,No,,0.896,No Action Needed,0.035,No,2024-01-04 02:23:25
IMG-800389,TKT-100101,PROD-1522,product_image_00389.jpg,Yes,Shattered Glass,No,No,Made in China,0.865,Approve Refund,0.148,No,2024-02-03 18:47:08
IMG-800390,TKT-100994,PROD-1790,product_image_00390.jpg,No,,No,No,WARNING: Do not expose to moisture,0.676,No Action Needed,0.055,Yes,2024-05-03 22:34:13
IMG-800391,TKT-100441,PROD-1878,product_image_00391.jpg,Yes,Broken Screen,Yes,No,Serial: SN-2024-001,0.75,Approve Refund,0.066,No,2024-02-08 19:01:27
IMG-800392,TKT-100580,PROD-1790,product_image_00392.jpg,No,,No,No,WARNING: Do not expose to moisture,0.657,No Action Needed,0.062,Yes,2024-02-08 18:51:44
IMG-800393,TKT-100093,PROD-1816,product_image_00393.jpg,No,,No,Yes,Component: Active Directory,0.723,Approve Replacement,0.047,Yes,2024-01-25 08:32:30
IMG-800394,TKT-100112,PROD-1739,product_image_00394.jpg,No,,No,No,MFG: 2024-01,0.849,No Action Needed,0.066,No,2024-02-21 07:00:35
IMG-800395,TKT-101571,PROD-1057,product_image_00395.jpg,No,,No,No,,0.93,No Action Needed,0.082,No,2024-01-22 23:23:47
IMG-800396,TKT-100592,PROD-1232,product_image_00396.jpg,No,,No,No,Max Capacity: 5TB,0.819,No Action Needed,0.036,No,2024-03-22 20:24:23
IMG-800397,TKT-101529,PROD-1652,product_image_00397.jpg,No,,Yes,No,Made in China,0.758,Approve Replacement,0.01,No,2024-04-02 08:51:37
IMG-800398,TKT-101090,PROD-1816,product_image_00398.jpg,No,,No,No,Part Number: PN-88421,0.848,No Action Needed,0.052,No,2024-05-13 22:26:51
IMG-800399,TKT-100147,PROD-1652,product_image_00399.jpg,No,,No,No,,0.772,No Action Needed,0.034,No,2024-06-03 01:36:33
IMG-800400,TKT-100086,PROD-1652,product_image_00400.jpg,No,,No,No,Serial: SN-2024-001,0.797,No Action Needed,0.092,No,2024-04-21 13:31:35
IMG-800401,TKT-101765,PROD-1232,product_image_00401.jpg,No,,No,No,Component: Active Directory,0.818,No Action Needed,0.045,No,2024-04-29 06:31:18
IMG-800402,TKT-100828,PROD-1652,product_image_00402.jpg,Yes,Shattered Glass,No,No,Model: NP-5000X,0.877,Approve Refund,0.242,Yes,2024-04-17 15:00:40
IMG-800403,TKT-101978,PROD-1232,product_image_00403.jpg,No,,No,No,Component: Active Directory,0.869,No Action Needed,0.014,No,2024-04-10 06:06:45
IMG-800404,TKT-100942,PROD-1232,product_image_00404.jpg,No,,No,No,Serial: SN-2024-001,0.806,No Action Needed,0.029,No,2024-04-14 20:43:39
IMG-800405,TKT-100498,PROD-1652,product_image_00405.jpg,No,,No,No,Input: 110-240V,0.791,No Action Needed,0.075,No,2024-05-16 05:46:48
IMG-800406,TKT-100161,PROD-1652,product_image_00406.jpg,No,,No,No,,0.921,No Action Needed,0.078,No,2024-06-10 23:51:36
IMG-800407,TKT-101527,PROD-1232,product_image_00407.jpg,No,,No,No,Warranty: 12 months,0.757,No Action Needed,0.068,No,2024-05-28 04:42:03
IMG-800408,TKT-100156,PROD-1878,product_image_00408.jpg,No,,No,No,Input: 110-240V,0.748,No Action Needed,0.043,Yes,2024-02-26 07:24:32
IMG-800409,TKT-101044,PROD-1816,product_image_00409.jpg,Yes,Burn Mark,No,No,Warranty: 12 months,0.934,Approve Replacement,0.101,No,2024-01-24 10:10:09
IMG-800410,TKT-100483,PROD-1522,product_image_00410.jpg,Yes,Dent,No,No,Warranty: 12 months,0.818,Approve Replacement,0.137,No,2024-04-25 06:41:27
IMG-800411,TKT-101233,PROD-1057,product_image_00411.jpg,No,,No,Yes,,0.785,Approve Replacement,0.079,No,2024-04-28 05:26:51
IMG-800412,TKT-101342,PROD-1522,product_image_00412.jpg,No,,No,No,Max Capacity: 5TB,0.941,No Action Needed,0.062,No,2024-06-18 19:49:14
IMG-800413,TKT-100950,PROD-1790,product_image_00413.jpg,No,,No,No,,0.798,No Action Needed,0.04,No,2024-06-01 11:23:12
IMG-800414,TKT-100919,PROD-1790,product_image_00414.jpg,No,,No,No,Component: Active Directory,0.844,No Action Needed,0.061,No,2024-04-26 05:49:23
IMG-800415,TKT-100661,PROD-1232,product_image_00415.jpg,No,,No,No,Serial: SN-2024-001,0.836,No Action Needed,0.085,No,2024-02-14 17:22:02
IMG-800416,TKT-100960,PROD-1711,product_image_00416.jpg,No,,Yes,No,WARNING: Do not expose to moisture,0.734,Approve Replacement,0.054,Yes,2024-03-19 13:37:47
IMG-800417,TKT-101211,PROD-1739,product_image_00417.jpg,Yes,Burn Mark,No,No,WARNING: Do not expose to moisture,0.917,Approve Partial Refund,0.141,No,2024-05-22 17:00:15
IMG-800418,TKT-100945,PROD-1711,product_image_00418.jpg,Yes,Scratches,No,No,WARNING: Do not expose to moisture,0.717,Approve Replacement,0.159,Yes,2024-05-17 15:29:11
IMG-800419,TKT-100157,PROD-1522,product_image_00419.jpg,No,,No,No,Input: 110-240V,0.738,No Action Needed,0.041,Yes,2024-02-21 09:09:43
IMG-800420,TKT-100787,PROD-1711,product_image_00420.jpg,No,,No,No,Model: NP-5000X,0.885,No Action Needed,0.072,No,2024-04-23 01:38:59
IMG-800421,TKT-100921,PROD-1790,product_image_00421.jpg,No,,Yes,No,Part Number: PN-88421,0.753,Approve Replacement,0.078,No,2024-03-01 06:00:25
IMG-800422,TKT-101239,PROD-1711,product_image_00422.jpg,No,,Yes,No,Model: NP-5000X,0.924,Approve Replacement,0.051,No,2024-02-15 18:44:28
IMG-800423,TKT-100922,PROD-1522,product_image_00423.jpg,No,,No,No,,0.814,No Action Needed,0.091,No,2024-04-17 06:44:32
IMG-800424,TKT-101714,PROD-1232,product_image_00424.jpg,No,,No,No,,0.732,No Action Needed,0.096,Yes,2024-01-16 03:34:27
IMG-800425,TKT-100172,PROD-1878,product_image_00425.jpg,No,,No,No,Model: NP-5000X,0.984,No Action Needed,0.061,No,2024-05-18 11:28:36
IMG-800426,TKT-100507,PROD-1711,product_image_00426.jpg,No,,No,No,,0.862,No Action Needed,0.098,No,2024-01-04 18:22:35
IMG-800427,TKT-101073,PROD-1878,product_image_00427.jpg,No,,No,No,Part Number: PN-88421,0.976,No Action Needed,0.057,No,2024-06-10 19:41:42
IMG-800428,TKT-100763,PROD-1423,product_image_00428.jpg,No,,No,No,Part Number: PN-88421,0.755,No Action Needed,0.031,No,2024-06-19 05:59:02
IMG-800429,TKT-101390,PROD-1790,product_image_00429.jpg,No,,No,No,Part Number: PN-88421,0.941,No Action Needed,0.064,No,2024-06-13 06:16:41
IMG-800430,TKT-100134,PROD-1232,product_image_00430.jpg,No,,No,No,Made in China,0.924,No Action Needed,0.014,No,2024-06-18 17:33:47
IMG-800431,TKT-100581,PROD-1423,product_image_00431.jpg,No,,No,No,,0.736,No Action Needed,0.032,Yes,2024-04-02 23:51:07
IMG-800432,TKT-101344,PROD-1790,product_image_00432.jpg,No,,No,No,,0.785,No Action Needed,0.093,No,2024-05-08 23:47:43
IMG-800433,TKT-100682,PROD-1522,product_image_00433.jpg,No,,No,No,Warranty: 12 months,0.681,No Action Needed,0.013,Yes,2024-04-08 01:01:36
IMG-800434,TKT-101877,PROD-1232,product_image_00434.jpg,No,,No,No,Made in China,0.987,No Action Needed,0.045,No,2024-03-31 18:30:41
IMG-800435,TKT-100264,PROD-1790,product_image_00435.jpg,No,,No,No,,0.962,No Action Needed,0.019,No,2024-01-10 03:30:02
IMG-800436,TKT-100173,PROD-1423,product_image_00436.jpg,No,,Yes,Yes,Part Number: PN-88421,0.71,Approve Replacement,0.088,Yes,2024-06-17 23:31:40
IMG-800437,TKT-101665,PROD-1057,product_image_00437.jpg,No,,No,No,Input: 110-240V,0.795,No Action Needed,0.039,No,2024-04-24 18:31:08
IMG-800438,TKT-100191,PROD-1652,product_image_00438.jpg,No,,No,No,Model: NP-5000X,0.953,No Action Needed,0.048,No,2024-05-11 12:09:58
IMG-800439,TKT-100742,PROD-1423,product_image_00439.jpg,No,,No,No,MFG: 2024-01,0.851,No Action Needed,0.027,No,2024-05-26 22:55:34
IMG-800440,TKT-100699,PROD-1711,product_image_00440.jpg,Yes,Missing Component,No,No,Warranty: 12 months,0.75,Approve Partial Refund,0.12,No,2024-04-20 12:31:35
IMG-800441,TKT-100317,PROD-1522,product_image_00441.jpg,Yes,Shattered Glass,No,No,,0.77,Approve Refund,0.208,Yes,2024-02-03 07:30:56
IMG-800442,TKT-100207,PROD-1878,product_image_00442.jpg,No,,No,No,,0.663,No Action Needed,0.022,Yes,2024-03-02 10:25:44
IMG-800443,TKT-101710,PROD-1878,product_image_00443.jpg,Yes,Scratches,No,No,Component: Active Directory,0.669,Approve Partial Refund,0.064,Yes,2024-06-14 23:37:56
IMG-800444,TKT-100268,PROD-1790,product_image_00444.jpg,No,,No,Yes,Warranty: 12 months,0.898,Approve Replacement,0.097,No,2024-02-07 05:41:06
IMG-800445,TKT-100370,PROD-1790,product_image_00445.jpg,No,,No,No,,0.794,No Action Needed,0.037,No,2024-04-10 06:24:24
IMG-800446,TKT-100339,PROD-1711,product_image_00446.jpg,No,,No,No,Part Number: PN-88421,0.765,No Action Needed,0.1,No,2024-02-08 07:32:07
IMG-800447,TKT-101385,PROD-1816,product_image_00447.jpg,No,,No,No,,0.779,No Action Needed,0.047,No,2024-06-18 00:54:33
IMG-800448,TKT-101250,PROD-1423,product_image_00448.jpg,Yes,Paint Chipping,No,No,MFG: 2024-01,0.741,Approve Partial Refund,0.126,Yes,2024-01-17 21:55:58
IMG-800449,TKT-100633,PROD-1711,product_image_00449.jpg,No,,No,No,,0.825,No Action Needed,0.056,No,2024-02-05 09:24:32
IMG-800450,TKT-100397,PROD-1232,product_image_00450.jpg,No,,No,No,Component: Active Directory,0.893,No Action Needed,0.052,No,2024-01-01 18:19:02
IMG-800451,TKT-100902,PROD-1711,product_image_00451.jpg,No,,No,No,,0.66,No Action Needed,0.015,Yes,2024-03-13 06:00:44
IMG-800452,TKT-101593,PROD-1652,product_image_00452.jpg,No,,No,No,Made in China,0.69,No Action Needed,0.079,Yes,2024-04-21 00:02:54
IMG-800453,TKT-101978,PROD-1057,product_image_00453.jpg,No,,No,No,,0.814,No Action Needed,0.056,No,2024-04-05 09:25:19
IMG-800454,TKT-101640,PROD-1790,product_image_00454.jpg,No,,Yes,No,WARNING: Do not expose to moisture,0.692,Approve Replacement,0.082,Yes,2024-02-02 14:00:45
IMG-800455,TKT-100106,PROD-1711,product_image_00455.jpg,No,,No,No,,0.82,No Action Needed,0.074,No,2024-06-25 02:56:18
IMG-800456,TKT-101135,PROD-1522,product_image_00456.jpg,No,,No,No,,0.69,No Action Needed,0.097,Yes,2024-05-26 09:52:11
IMG-800457,TKT-101056,PROD-1522,product_image_00457.jpg,No,,No,No,Warranty: 12 months,0.88,No Action Needed,0.066,No,2024-01-02 18:01:27
IMG-800458,TKT-100558,PROD-1711,product_image_00458.jpg,No,,No,No,,0.756,No Action Needed,0.094,No,2024-04-23 06:45:35
IMG-800459,TKT-100301,PROD-1652,product_image_00459.jpg,No,,No,No,MFG: 2024-01,0.705,No Action Needed,0.027,Yes,2024-01-12 05:26:21
IMG-800460,TKT-101672,PROD-1711,product_image_00460.jpg,No,,No,No,,0.968,No Action Needed,0.049,No,2024-06-04 20:08:45
IMG-800461,TKT-101905,PROD-1739,product_image_00461.jpg,No,,No,No,Made in China,0.679,No Action Needed,0.04,Yes,2024-05-02 07:14:09
IMG-800462,TKT-101028,PROD-1232,product_image_00462.jpg,No,,No,No,Serial: SN-2024-001,0.917,No Action Needed,0.076,No,2024-01-14 06:22:11
IMG-800463,TKT-100767,PROD-1816,product_image_00463.jpg,No,,No,No,Serial: SN-2024-001,0.983,No Action Needed,0.016,No,2024-06-05 15:21:52
IMG-800464,TKT-101718,PROD-1232,product_image_00464.jpg,Yes,Dent,No,No,WARNING: Do not expose to moisture,0.839,Approve Replacement,0.15,No,2024-06-25 07:50:30
IMG-800465,TKT-101878,PROD-1711,product_image_00465.jpg,No,,No,No,Warranty: 12 months,0.741,No Action Needed,0.036,Yes,2024-03-14 01:08:37
IMG-800466,TKT-101554,PROD-1711,product_image_00466.jpg,No,,No,No,Model: NP-5000X,0.965,No Action Needed,0.016,No,2024-02-10 17:56:59
IMG-800467,TKT-101855,PROD-1522,product_image_00467.jpg,No,,No,No,MFG: 2024-01,0.868,No Action Needed,0.073,No,2024-05-13 09:35:10
IMG-800468,TKT-101710,PROD-1057,product_image_00468.jpg,No,,No,No,Component: Active Directory,0.848,No Action Needed,0.057,No,2024-02-28 14:21:47
IMG-800469,TKT-101080,PROD-1652,product_image_00469.jpg,Yes,Broken Screen,No,No,,0.803,Approve Refund,0.157,Yes,2024-02-28 00:49:54
IMG-800470,TKT-100486,PROD-1423,product_image_00470.jpg,No,,No,No,MFG: 2024-01,0.888,No Action Needed,0.071,No,2024-01-28 17:28:32
IMG-800471,TKT-100859,PROD-1790,product_image_00471.jpg,Yes,Paint Chipping,No,No,Max Capacity: 5TB,0.803,Approve Partial Refund,0.106,No,2024-02-15 03:35:05
IMG-800472,TKT-101222,PROD-1878,product_image_00472.jpg,No,,No,No,Input: 110-240V,0.819,No Action Needed,0.077,No,2024-06-26 05:31:14
IMG-800473,TKT-101177,PROD-1816,product_image_00473.jpg,No,,No,No,,0.943,No Action Needed,0.084,No,2024-05-02 19:01:38
IMG-800474,TKT-100596,PROD-1652,product_image_00474.jpg,No,,No,No,Part Number: PN-88421,0.732,No Action Needed,0.074,Yes,2024-06-16 02:51:18
IMG-800475,TKT-100492,PROD-1790,product_image_00475.jpg,No,,No,No,Serial: SN-2024-001,0.655,No Action Needed,0.032,Yes,2024-04-19 01:23:59
IMG-800476,TKT-101072,PROD-1232,product_image_00476.jpg,No,,No,No,Input: 110-240V,0.723,No Action Needed,0.064,Yes,2024-01-16 03:30:25
IMG-800477,TKT-101114,PROD-1878,product_image_00477.jpg,No,,No,No,,0.78,No Action Needed,0.054,No,2024-03-03 04:08:44
IMG-800478,TKT-101039,PROD-1878,product_image_00478.jpg,No,,No,No,Max Capacity: 5TB,0.736,No Action Needed,0.099,Yes,2024-01-08 09:17:38
IMG-800479,TKT-100089,PROD-1652,product_image_00479.jpg,No,,No,No,,0.922,No Action Needed,0.04,No,2024-01-28 05:21:36
IMG-800480,TKT-100519,PROD-1739,product_image_00480.jpg,No,,No,No,Serial: SN-2024-001,0.804,No Action Needed,0.067,No,2024-04-16 17:40:10
IMG-800481,TKT-100706,PROD-1816,product_image_00481.jpg,No,,No,No,,0.871,No Action Needed,0.094,No,2024-04-01 20:20:33
IMG-800482,TKT-101286,PROD-1522,product_image_00482.jpg,No,,No,No,,0.657,No Action Needed,0.037,Yes,2024-05-14 15:02:02
IMG-800483,TKT-101505,PROD-1232,product_image_00483.jpg,No,,No,No,Part Number: PN-88421,0.91,No Action Needed,0.047,No,2024-04-30 15:45:04
IMG-800484,TKT-101118,PROD-1232,product_image_00484.jpg,No,,No,No,,0.917,No Action Needed,0.095,No,2024-04-18 13:10:06
IMG-800485,TKT-100358,PROD-1711,product_image_00485.jpg,No,,No,No,,0.755,No Action Needed,0.032,No,2024-02-25 05:53:45
IMG-800486,TKT-100980,PROD-1057,product_image_00486.jpg,No,,No,No,,0.932,No Action Needed,0.081,No,2024-02-24 00:43:11
IMG-800487,TKT-100129,PROD-1711,product_image_00487.jpg,No,,No,No,MFG: 2024-01,0.777,No Action Needed,0.034,No,2024-03-20 08:33:36
IMG-800488,TKT-100089,PROD-1816,product_image_00488.jpg,No,,No,No,,0.932,No Action Needed,0.041,No,2024-06-17 09:07:34
IMG-800489,TKT-100646,PROD-1423,product_image_00489.jpg,No,,No,No,Input: 110-240V,0.799,No Action Needed,0.065,No,2024-01-29 00:28:20
IMG-800490,TKT-100969,PROD-1423,product_image_00490.jpg,No,,No,No,MFG: 2024-01,0.816,No Action Needed,0.049,No,2024-04-13 11:33:25
IMG-800491,TKT-100585,PROD-1232,product_image_00491.jpg,No,,No,No,,0.767,No Action Needed,0.047,No,2024-06-08 20:10:17
IMG-800492,TKT-100097,PROD-1232,product_image_00492.jpg,No,,No,No,Part Number: PN-88421,0.848,No Action Needed,0.021,No,2024-01-28 19:12:46
IMG-800493,TKT-100894,PROD-1652,product_image_00493.jpg,No,,No,No,,0.976,No Action Needed,0.065,No,2024-05-16 04:18:54
IMG-800494,TKT-101832,PROD-1652,product_image_00494.jpg,No,,No,No,Warranty: 12 months,0.79,No Action Needed,0.078,No,2024-06-05 08:20:49
IMG-800495,TKT-101016,PROD-1711,product_image_00495.jpg,No,,No,No,Input: 110-240V,0.831,No Action Needed,0.02,No,2024-06-25 08:01:56
IMG-800496,TKT-100546,PROD-1522,product_image_00496.jpg,Yes,Rust,No,No,Component: Active Directory,0.885,Approve Replacement,0.104,No,2024-02-18 04:23:30
IMG-800497,TKT-101684,PROD-1057,product_image_00497.jpg,No,,No,No,Part Number: PN-88421,0.656,No Action Needed,0.081,Yes,2024-01-25 14:09:00
IMG-800498,TKT-100210,PROD-1522,product_image_00498.jpg,No,,No,No,WARNING: Do not expose to moisture,0.893,No Action Needed,0.089,No,2024-02-23 11:40:56
IMG-800499,TKT-100627,PROD-1711,product_image_00499.jpg,No,,No,No,Made in China,0.937,No Action Needed,0.054,No,2024-06-27 20:05:09
IMG-800500,TKT-100341,PROD-1711,product_image_00500.jpg,No,,No,No,Model: NP-5000X,0.941,No Action Needed,0.089,No,2024-05-10 01:10:34
IMG-800501,TKT-101488,PROD-1232,product_image_00501.jpg,Yes,Water Damage,No,No,,0.957,Approve Replacement,0.026,No,2024-01-22 14:21:57
IMG-800502,TKT-100562,PROD-1739,product_image_00502.jpg,No,,No,No,Made in China,0.673,No Action Needed,0.068,Yes,2024-06-21 10:15:45
IMG-800503,TKT-100744,PROD-1878,product_image_00503.jpg,No,,No,No,,0.989,No Action Needed,0.06,No,2024-03-07 22:08:18
IMG-800504,TKT-101391,PROD-1057,product_image_00504.jpg,Yes,Scratches,No,No,Component: Active Directory,0.89,Approve Replacement,0.099,No,2024-03-15 02:13:46
IMG-800505,TKT-101388,PROD-1711,product_image_00505.jpg,No,,No,No,Serial: SN-2024-001,0.777,No Action Needed,0.067,No,2024-03-01 12:22:15
IMG-800506,TKT-100483,PROD-1232,product_image_00506.jpg,No,,Yes,No,Component: Active Directory,0.848,Approve Replacement,0.08,No,2024-06-21 16:26:37
IMG-800507,TKT-100066,PROD-1790,product_image_00507.jpg,No,,No,No,Max Capacity: 5TB,0.878,No Action Needed,0.066,No,2024-01-29 09:58:51
IMG-800508,TKT-101943,PROD-1232,product_image_00508.jpg,No,,No,No,Serial: SN-2024-001,0.959,No Action Needed,0.078,No,2024-05-10 22:37:51
IMG-800509,TKT-101175,PROD-1057,product_image_00509.jpg,No,,No,No,Made in China,0.908,No Action Needed,0.038,No,2024-01-13 10:52:58
IMG-800510,TKT-100643,PROD-1423,product_image_00510.jpg,No,,No,No,Serial: SN-2024-001,0.732,No Action Needed,0.029,Yes,2024-04-03 21:15:09
IMG-800511,TKT-100053,PROD-1057,product_image_00511.jpg,No,,No,No,Made in China,0.676,No Action Needed,0.073,Yes,2024-05-19 13:45:22
IMG-800512,TKT-101870,PROD-1878,product_image_00512.jpg,No,,No,No,WARNING: Do not expose to moisture,0.742,No Action Needed,0.072,Yes,2024-06-14 03:23:46
IMG-800513,TKT-101441,PROD-1711,product_image_00513.jpg,No,,No,No,Component: Active Directory,0.715,No Action Needed,0.073,Yes,2024-01-13 18:27:38
IMG-800514,TKT-100584,PROD-1711,product_image_00514.jpg,No,,No,No,Warranty: 12 months,0.927,No Action Needed,0.08,No,2024-01-23 10:28:21
IMG-800515,TKT-101746,PROD-1522,product_image_00515.jpg,No,,No,No,Max Capacity: 5TB,0.701,No Action Needed,0.03,Yes,2024-06-13 18:30:29
IMG-800516,TKT-100179,PROD-1232,product_image_00516.jpg,No,,No,No,Serial: SN-2024-001,0.864,No Action Needed,0.087,No,2024-06-24 00:35:03
IMG-800517,TKT-101126,PROD-1878,product_image_00517.jpg,No,,No,No,WARNING: Do not expose to moisture,0.798,No Action Needed,0.07,No,2024-05-25 22:32:39
IMG-800518,TKT-101743,PROD-1057,product_image_00518.jpg,No,,No,No,,0.682,No Action Needed,0.1,Yes,2024-02-12 09:22:04
IMG-800519,TKT-101899,PROD-1057,product_image_00519.jpg,No,,No,No,,0.989,No Action Needed,0.032,No,2024-05-22 16:53:35
IMG-800520,TKT-101041,PROD-1816,product_image_00520.jpg,No,,No,Yes,MFG: 2024-01,0.773,Approve Replacement,0.081,No,2024-06-06 03:58:54
IMG-800521,TKT-101622,PROD-1057,product_image_00521.jpg,Yes,Missing Component,No,Yes,,0.656,Approve Partial Refund,0.179,Yes,2024-04-09 18:06:46
IMG-800522,TKT-100053,PROD-1232,product_image_00522.jpg,No,,No,No,Part Number: PN-88421,0.862,No Action Needed,0.088,No,2024-05-17 21:11:52
IMG-800523,TKT-100957,PROD-1878,product_image_00523.jpg,Yes,Dent,No,No,Serial: SN-2024-001,0.88,Approve Replacement,0.149,No,2024-02-17 23:22:58
IMG-800524,TKT-100134,PROD-1423,product_image_00524.jpg,No,,No,No,Max Capacity: 5TB,0.86,No Action Needed,0.067,No,2024-05-12 06:09:24
IMG-800525,TKT-101076,PROD-1652,product_image_00525.jpg,No,,No,No,,0.893,No Action Needed,0.063,No,2024-02-01 08:35:08
IMG-800526,TKT-101686,PROD-1790,product_image_00526.jpg,No,,No,No,Part Number: PN-88421,0.97,No Action Needed,0.025,No,2024-05-12 10:03:02
IMG-800527,TKT-101315,PROD-1522,product_image_00527.jpg,No,,No,No,Input: 110-240V,0.744,No Action Needed,0.024,Yes,2024-03-04 20:08:38
IMG-800528,TKT-100705,PROD-1057,product_image_00528.jpg,No,,No,No,,0.805,No Action Needed,0.07,No,2024-04-02 16:37:01
