sla_event_id,ticket_id,assigned_team,severity,sla_target_hours,first_response_time,resolution_time,breach_risk_score,breached,escalation_triggered,workload_score,agent_utilization,queue_size,region,business_unit,manager_name,support_shift,incident_type,operational_risk,created_date
SLA-500320,TKT-100628,Tier3-Engineering,Low,48,285,504,17.5,No,No,30.87,65.78,26,LATAM,SMB,Manager_F,Morning,Configuration,High,2024-02-22
SLA-500321,TKT-101876,Security-Team,Low,48,333,2509,87.12,No,Yes,71.92,43.55,29,Asia-Pacific,Mid-Market,Manager_B,Afternoon,Data Loss,High,2024-04-14
SLA-500322,TKT-100313,Cloud-Support,Low,48,1150,1518,52.71,No,No,35.53,53.17,31,Asia-Pacific,Startup,Manager_F,Night,Integration,Medium,2024-01-11
SLA-500323,TKT-101642,Billing-Team,Critical,4,49,284,118.33,Yes,Yes,76.12,53.88,38,Europe,Enterprise,Manager_E,Night,Integration,Medium,2024-06-09
SLA-500324,TKT-101441,Network-Operations,High,8,200,504,105.0,Yes,Yes,32.29,87.77,35,North America,Enterprise,Manager_A,Afternoon,Integration,High,2024-03-05
SLA-500325,TKT-101099,Tier3-Engineering,Low,48,342,1687,58.58,No,No,52.19,63.9,16,Europe,SMB,Manager_E,Night,Service Down,Medium,2024-01-26
SLA-500326,TKT-101393,Billing-Team,Low,48,405,2519,87.47,No,Yes,96.37,64.49,30,LATAM,Enterprise,Manager_E,Night,Service Down,Medium,2024-02-24
SLA-500327,TKT-100928,Tier3-Engineering,Medium,24,539,891,61.88,No,No,56.92,66.82,23,LATAM,Startup,Manager_E,Morning,Integration,Low,2024-06-10
SLA-500328,TKT-100946,Security-Team,Medium,24,360,1727,119.93,Yes,Yes,74.39,43.9,26,North America,Startup,Manager_C,Morning,Configuration,Low,2024-03-01
SLA-500329,TKT-100446,Tier2-Technical,Medium,24,282,1791,124.37,Yes,Yes,46.72,65.83,30,North America,Startup,Manager_C,Morning,Integration,Medium,2024-04-08
SLA-500330,TKT-100123,Tier2-Technical,Low,48,748,2115,73.44,No,No,44.49,68.41,39,LATAM,Enterprise,Manager_C,Night,Performance,High,2024-04-22
SLA-500331,TKT-101574,Tier3-Engineering,Low,48,554,643,22.33,No,No,37.56,58.64,22,LATAM,SMB,Manager_D,Night,Data Loss,Medium,2024-03-02
SLA-500332,TKT-100769,Tier2-Technical,Medium,24,381,352,24.44,No,No,57.79,44.79,42,Europe,SMB,Manager_A,Afternoon,Integration,High,2024-01-21
SLA-500333,TKT-100804,Tier3-Engineering,Low,48,182,3352,116.39,Yes,Yes,32.08,77.15,20,Europe,Enterprise,Manager_A,Evening,Data Loss,Medium,2024-05-06
SLA-500334,TKT-101379,Infrastructure,Low,48,0,3479,120.8,Yes,Yes,59.53,62.61,9,LATAM,Mid-Market,Manager_B,Night,Security,High,2024-04-18
SLA-500335,TKT-100317,Security-Team,Medium,24,239,1444,100.28,Yes,Yes,80.29,92.47,6,Europe,Enterprise,Manager_A,Night,Integration,Low,2024-03-31
SLA-500336,TKT-101568,Tier1-Support,Low,48,1004,2718,94.38,No,Yes,34.17,73.21,19,Europe,Mid-Market,Manager_A,Morning,Integration,Low,2024-03-08
SLA-500337,TKT-100068,Cloud-Support,Medium,24,419,713,49.51,No,No,36.46,72.8,41,North America,Mid-Market,Manager_F,Morning,Data Loss,High,2024-03-16
SLA-500338,TKT-100898,Billing-Team,Low,48,654,2328,80.83,No,Yes,95.92,76.77,42,Europe,Enterprise,Manager_B,Evening,Performance,Medium,2024-02-20
SLA-500339,TKT-101670,Network-Operations,Medium,24,265,1029,71.46,No,No,74.53,90.23,40,Asia-Pacific,Mid-Market,Manager_C,Afternoon,Configuration,High,2024-03-24
SLA-500340,TKT-101067,Billing-Team,Medium,24,513,1748,121.39,Yes,Yes,34.65,69.37,41,LATAM,SMB,Manager_C,Morning,Integration,High,2024-06-17
SLA-500341,TKT-101942,Tier3-Engineering,Medium,24,418,354,24.58,No,No,64.02,71.75,27,LATAM,Startup,Manager_A,Evening,Configuration,Critical,2024-03-02
SLA-500342,TKT-101374,Infrastructure,Medium,24,222,1040,72.22,No,No,81.04,75.88,29,Asia-Pacific,Startup,Manager_D,Afternoon,Security,Medium,2024-04-16
SLA-500343,TKT-100770,Tier3-Engineering,Medium,24,428,494,34.31,No,No,67.98,87.4,31,LATAM,Mid-Market,Manager_B,Evening,Configuration,Medium,2024-04-07
SLA-500344,TKT-100295,Cloud-Support,Medium,24,194,1299,90.21,No,Yes,70.55,81.76,24,North America,Startup,Manager_D,Afternoon,Data Loss,Medium,2024-02-17
SLA-500345,TKT-100497,Security-Team,Low,48,1141,1875,65.1,No,No,57.51,68.92,35,Europe,SMB,Manager_F,Morning,Data Loss,Low,2024-06-13
SLA-500346,TKT-101734,Network-Operations,Medium,24,420,1711,118.82,Yes,Yes,83.33,92.07,20,North America,Mid-Market,Manager_A,Evening,Data Loss,Low,2024-05-25
SLA-500347,TKT-101379,Tier1-Support,Medium,24,426,1126,78.19,No,No,35.02,62.53,39,North America,Mid-Market,Manager_E,Afternoon,Data Loss,High,2024-05-15
SLA-500348,TKT-100427,Network-Operations,Medium,24,439,1347,93.54,No,Yes,69.18,45.79,6,Asia-Pacific,Enterprise,Manager_B,Afternoon,Configuration,Low,2024-03-28
SLA-500349,TKT-100240,Cloud-Support,Medium,24,74,676,46.94,No,No,56.89,42.14,44,Europe,Mid-Market,Manager_D,Afternoon,Integration,Medium,2024-02-20
SLA-500350,TKT-100658,Security-Team,Low,48,124,1150,39.93,No,No,64.15,47.15,38,LATAM,Startup,Manager_E,Evening,Security,Critical,2024-04-10
SLA-500351,TKT-100535,Network-Operations,Medium,24,200,488,33.89,No,No,36.17,73.38,18,LATAM,Startup,Manager_A,Night,Security,Medium,2024-01-22
SLA-500352,TKT-101872,Billing-Team,Medium,24,164,1632,113.33,Yes,Yes,68.76,69.79,23,Asia-Pacific,SMB,Manager_D,Morning,Integration,Low,2024-03-27
SLA-500353,TKT-101769,Billing-Team,Medium,24,553,1497,103.96,Yes,Yes,48.15,50.7,22,Europe,Enterprise,Manager_C,Night,Security,Medium,2024-01-21
SLA-500354,TKT-100312,Billing-Team,Critical,4,102,353,147.08,Yes,Yes,54.31,71.93,25,Asia-Pacific,Mid-Market,Manager_D,Afternoon,Data Loss,Critical,2024-05-20
SLA-500355,TKT-101127,Network-Operations,Medium,24,138,1115,77.43,No,No,58.12,94.66,19,Asia-Pacific,Startup,Manager_F,Night,Data Loss,Medium,2024-05-31
SLA-500356,TKT-100344,Network-Operations,Medium,24,164,1118,77.64,No,No,57.66,42.17,18,Europe,Mid-Market,Manager_F,Night,Performance,High,2024-04-27
SLA-500357,TKT-101877,Tier1-Support,Low,48,63,3402,118.12,Yes,Yes,93.66,79.72,13,North America,Enterprise,Manager_F,Morning,Service Down,Low,2024-05-18
SLA-500358,TKT-100844,Tier3-Engineering,Medium,24,516,1096,76.11,No,No,77.65,65.67,13,Europe,Enterprise,Manager_F,Afternoon,Service Down,Critical,2024-04-24
SLA-500359,TKT-100447,Cloud-Support,Medium,24,303,739,51.32,No,No,63.84,87.5,37,Asia-Pacific,Enterprise,Manager_E,Night,Configuration,Low,2024-06-09
SLA-500360,TKT-100999,Tier1-Support,Medium,24,406,518,35.97,No,No,72.4,90.53,18,North America,Startup,Manager_A,Morning,Integration,High,2024-03-22
SLA-500361,TKT-101479,Security-Team,Medium,24,364,282,19.58,No,No,44.03,46.01,18,Asia-Pacific,Enterprise,Manager_E,Night,Performance,Medium,2024-04-05
SLA-500362,TKT-100219,Tier2-Technical,Low,48,442,3124,108.47,Yes,Yes,65.73,74.46,32,Europe,Mid-Market,Manager_B,Evening,Security,High,2024-04-23
SLA-500363,TKT-100547,Infrastructure,Medium,24,348,802,55.69,No,No,91.04,69.0,22,North America,SMB,Manager_D,Night,Integration,Medium,2024-06-17
SLA-500364,TKT-100498,Billing-Team,Low,48,695,1549,53.78,No,No,97.02,40.49,20,Asia-Pacific,Enterprise,Manager_F,Morning,Service Down,Low,2024-01-26
SLA-500365,TKT-100830,Infrastructure,High,8,29,706,147.08,Yes,Yes,33.09,58.8,38,LATAM,Startup,Manager_A,Morning,Configuration,High,2024-02-06
SLA-500366,TKT-100350,Tier2-Technical,Low,48,647,2475,85.94,No,Yes,76.1,82.14,37,LATAM,Startup,Manager_F,Evening,Integration,High,2024-04-13
SLA-500367,TKT-101757,Tier2-Technical,Medium,24,383,1403,97.43,No,Yes,58.5,43.63,36,North America,Mid-Market,Manager_B,Night,Security,Medium,2024-05-21
SLA-500368,TKT-100095,Tier2-Technical,High,8,172,349,72.71,No,No,30.43,45.55,39,Asia-Pacific,Enterprise,Manager_B,Evening,Service Down,Low,2024-06-16
SLA-500369,TKT-101969,Billing-Team,Low,48,161,3499,121.49,Yes,Yes,40.16,79.06,32,Europe,Startup,Manager_A,Evening,Performance,Low,2024-02-08
SLA-500370,TKT-101154,Billing-Team,Medium,24,214,1093,75.9,No,No,40.66,54.64,30,LATAM,SMB,Manager_D,Afternoon,Configuration,Medium,2024-02-08
SLA-500371,TKT-101483,Tier2-Technical,Low,48,436,3068,106.53,Yes,Yes,72.24,59.68,26,Asia-Pacific,Enterprise,Manager_A,Night,Performance,Low,2024-03-21
SLA-500372,TKT-101717,Tier2-Technical,High,8,31,505,105.21,Yes,Yes,61.78,85.18,21,Asia-Pacific,Startup,Manager_C,Morning,Configuration,High,2024-01-14
SLA-500373,TKT-100559,Cloud-Support,Medium,24,52,527,36.6,No,No,50.3,70.98,5,LATAM,Mid-Market,Manager_C,Night,Data Loss,Low,2024-01-08
SLA-500374,TKT-100380,Infrastructure,Low,48,849,593,20.59,No,No,80.52,54.94,16,North America,SMB,Manager_B,Morning,Service Down,Low,2024-04-02
SLA-500375,TKT-100548,Tier3-Engineering,Low,48,1119,2581,89.62,No,Yes,92.7,72.08,9,LATAM,Mid-Market,Manager_F,Night,Security,Low,2024-03-09
SLA-500376,TKT-100738,Tier2-Technical,Critical,4,63,186,77.5,No,No,95.16,85.47,44,North America,Enterprise,Manager_C,Night,Security,Low,2024-06-03
SLA-500377,TKT-101559,Security-Team,High,8,99,200,41.67,No,No,59.57,60.75,13,North America,Mid-Market,Manager_A,Afternoon,Data Loss,High,2024-05-24
SLA-500378,TKT-100919,Infrastructure,Medium,24,217,1048,72.78,No,No,95.11,86.43,11,North America,Enterprise,Manager_A,Evening,Integration,Low,2024-05-28
SLA-500379,TKT-100190,Network-Operations,High,8,100,595,123.96,Yes,Yes,83.27,92.29,26,LATAM,Enterprise,Manager_C,Night,Data Loss,Low,2024-01-21
SLA-500380,TKT-101595,Tier2-Technical,Medium,24,292,929,64.51,No,No,37.34,67.42,40,Europe,Mid-Market,Manager_F,Night,Performance,Medium,2024-02-10
SLA-500381,TKT-100284,Security-Team,Medium,24,495,346,24.03,No,No,55.89,42.88,42,Asia-Pacific,SMB,Manager_D,Afternoon,Service Down,Low,2024-05-20
SLA-500382,TKT-100342,Infrastructure,Medium,24,527,768,53.33,No,No,76.01,65.98,23,Asia-Pacific,Startup,Manager_C,Night,Service Down,Low,2024-04-18
SLA-500383,TKT-100739,Security-Team,High,8,236,221,46.04,No,No,57.63,91.19,37,Europe,Startup,Manager_E,Afternoon,Data Loss,High,2024-01-28
SLA-500384,TKT-100219,Tier3-Engineering,Critical,4,43,178,74.17,No,No,77.75,65.75,2,Asia-Pacific,Enterprise,Manager_D,Evening,Integration,High,2024-01-13
SLA-500385,TKT-100778,Network-Operations,Low,48,117,2341,81.28,No,Yes,66.11,54.72,11,LATAM,SMB,Manager_D,Afternoon,Security,Low,2024-06-13
SLA-500386,TKT-100656,Billing-Team,Critical,4,1,366,152.5,Yes,Yes,38.71,62.75,26,LATAM,SMB,Manager_B,Night,Security,High,2024-04-11
SLA-500387,TKT-100596,Cloud-Support,Medium,24,181,1003,69.65,No,No,30.69,65.53,37,Europe,SMB,Manager_D,Evening,Data Loss,Low,2024-03-30
SLA-500388,TKT-100747,Tier2-Technical,Medium,24,118,1299,90.21,No,Yes,48.71,52.09,29,Europe,Mid-Market,Manager_F,Morning,Configuration,Critical,2024-01-27
SLA-500389,TKT-100945,Billing-Team,Medium,24,174,864,60.0,No,No,38.41,54.61,33,LATAM,SMB,Manager_F,Morning,Data Loss,Medium,2024-06-01
SLA-500390,TKT-101378,Cloud-Support,High,8,6,697,145.21,Yes,Yes,69.95,71.25,37,Europe,SMB,Manager_B,Evening,Configuration,Medium,2024-04-20
SLA-500391,TKT-100315,Infrastructure,Medium,24,159,450,31.25,No,No,88.08,73.34,9,LATAM,Enterprise,Manager_D,Night,Integration,Low,2024-02-28
SLA-500392,TKT-100820,Infrastructure,Low,48,194,728,25.28,No,No,95.62,73.18,14,North America,SMB,Manager_F,Morning,Service Down,High,2024-06-20
SLA-500393,TKT-101574,Billing-Team,Low,48,1127,632,21.94,No,No,46.74,69.19,21,Asia-Pacific,Mid-Market,Manager_F,Morning,Integration,Medium,2024-05-22
SLA-500394,TKT-101321,Infrastructure,Medium,24,277,352,24.44,No,No,44.35,79.91,8,Asia-Pacific,Startup,Manager_A,Morning,Service Down,Low,2024-01-26
SLA-500395,TKT-100529,Billing-Team,High,8,266,520,108.33,Yes,Yes,86.78,74.98,32,Europe,Startup,Manager_C,Night,Data Loss,High,2024-03-05
SLA-500396,TKT-101581,Tier3-Engineering,Low,48,563,3413,118.51,Yes,Yes,50.34,65.85,32,Asia-Pacific,Enterprise,Manager_D,Morning,Security,High,2024-01-26
SLA-500397,TKT-100851,Tier2-Technical,Low,48,4,2083,72.33,No,No,46.12,42.45,34,North America,Mid-Market,Manager_C,Evening,Security,Critical,2024-06-03
SLA-500398,TKT-100932,Billing-Team,High,8,223,632,131.67,Yes,Yes,96.43,92.93,7,LATAM,SMB,Manager_D,Morning,Data Loss,Low,2024-03-26
SLA-500399,TKT-101478,Cloud-Support,High,8,77,773,161.04,Yes,Yes,42.62,65.22,4,Asia-Pacific,Enterprise,Manager_C,Morning,Configuration,Low,2024-04-02
SLA-500400,TKT-100235,Tier1-Support,Medium,24,492,1378,95.69,No,Yes,77.2,47.53,12,Asia-Pacific,Enterprise,Manager_F,Afternoon,Configuration,High,2024-01-11
SLA-500401,TKT-100499,Tier3-Engineering,Medium,24,491,1725,119.79,Yes,Yes,37.62,75.01,27,Europe,SMB,Manager_E,Night,Data Loss,Medium,2024-03-16
SLA-500402,TKT-100474,Infrastructure,Low,48,273,3330,115.62,Yes,Yes,42.33,51.77,19,Europe,Mid-Market,Manager_F,Night,Data Loss,Critical,2024-01-04
SLA-500403,TKT-100059,Billing-Team,High,8,284,630,131.25,Yes,Yes,54.85,78.41,44,LATAM,Startup,Manager_D,Morning,Configuration,Medium,2024-06-10
SLA-500404,TKT-100439,Billing-Team,High,8,140,421,87.71,No,Yes,63.38,79.51,31,Asia-Pacific,Enterprise,Manager_E,Morning,Integration,Medium,2024-02-08
SLA-500405,TKT-100382,Network-Operations,High,8,83,659,137.29,Yes,Yes,83.45,87.04,10,Asia-Pacific,Mid-Market,Manager_D,Morning,Security,High,2024-02-05
SLA-500406,TKT-101373,Cloud-Support,Medium,24,511,1299,90.21,No,Yes,46.01,74.89,25,Asia-Pacific,Startup,Manager_E,Night,Integration,High,2024-04-13
SLA-500407,TKT-100233,Network-Operations,High,8,90,672,140.0,Yes,Yes,47.21,62.15,14,Asia-Pacific,Startup,Manager_E,Afternoon,Configuration,Low,2024-01-09
SLA-500408,TKT-101445,Security-Team,Low,48,666,2833,98.37,No,Yes,99.53,42.47,30,North America,Mid-Market,Manager_C,Morning,Performance,Medium,2024-03-07
SLA-500409,TKT-100625,Tier2-Technical,Medium,24,358,1746,121.25,Yes,Yes,49.29,74.21,30,Europe,SMB,Manager_F,Afternoon,Integration,Medium,2024-03-31
SLA-500410,TKT-100795,Infrastructure,Medium,24,113,1201,83.4,No,Yes,91.41,93.59,24,Europe,Startup,Manager_D,Afternoon,Data Loss,Medium,2024-02-10
SLA-500411,TKT-101301,Tier3-Engineering,Low,48,353,3303,114.69,Yes,Yes,49.77,92.28,6,Europe,Startup,Manager_C,Afternoon,Performance,High,2024-02-25
SLA-500412,TKT-100644,Cloud-Support,Medium,24,98,707,49.1,No,No,83.11,55.54,8,North America,SMB,Manager_A,Night,Performance,High,2024-03-11
SLA-500413,TKT-100399,Infrastructure,High,8,132,464,96.67,No,Yes,83.42,85.27,21,LATAM,Startup,Manager_F,Night,Data Loss,Medium,2024-04-25
SLA-500414,TKT-101454,Cloud-Support,Low,48,552,1631,56.63,No,No,53.21,87.03,29,LATAM,Mid-Market,Manager_A,Morning,Performance,Medium,2024-03-08
SLA-500415,TKT-100598,Tier1-Support,Low,48,420,2160,75.0,No,No,58.66,84.6,41,Asia-Pacific,Mid-Market,Manager_E,Evening,Performance,Low,2024-06-12
SLA-500416,TKT-101598,Cloud-Support,Medium,24,535,655,45.49,No,No,75.83,48.34,24,LATAM,Enterprise,Manager_E,Morning,Security,Low,2024-04-25
SLA-500417,TKT-101587,Network-Operations,Medium,24,580,982,68.19,No,No,38.95,82.11,7,North America,Startup,Manager_E,Afternoon,Data Loss,Low,2024-05-17
SLA-500418,TKT-100209,Billing-Team,Low,48,1108,451,15.66,No,No,46.13,40.08,5,Asia-Pacific,Enterprise,Manager_D,Evening,Security,Critical,2024-02-07
SLA-500419,TKT-101765,Tier2-Technical,High,8,238,228,47.5,No,No,89.39,63.24,31,LATAM,Enterprise,Manager_B,Afternoon,Configuration,Medium,2024-01-25
SLA-500420,TKT-101204,Network-Operations,Low,48,205,3496,121.39,Yes,Yes,55.97,89.61,37,LATAM,Mid-Market,Manager_E,Afternoon,Performance,Critical,2024-01-22
SLA-500421,TKT-101666,Billing-Team,Medium,24,271,1714,119.03,Yes,Yes,59.01,81.46,33,North America,SMB,Manager_E,Evening,Integration,Low,2024-01-09
SLA-500422,TKT-101103,Tier3-Engineering,Low,48,9,3013,104.62,Yes,Yes,48.57,73.09,26,Asia-Pacific,SMB,Manager_C,Evening,Integration,Low,2024-04-10
SLA-500423,TKT-101843,Tier2-Technical,Low,48,562,1344,46.67,No,No,95.3,85.51,41,Europe,Startup,Manager_A,Evening,Configuration,Low,2024-06-15
SLA-500424,TKT-100259,Tier3-Engineering,Medium,24,0,1126,78.19,No,No,78.62,80.09,18,Europe,Mid-Market,Manager_F,Evening,Performance,Low,2024-06-17
SLA-500425,TKT-101559,Infrastructure,Low,48,1164,821,28.51,No,No,53.49,93.82,4,LATAM,Mid-Market,Manager_E,Evening,Configuration,Low,2024-02-18
SLA-500426,TKT-100848,Infrastructure,High,8,174,168,35.0,No,No,96.3,67.29,4,LATAM,Enterprise,Manager_F,Morning,Data Loss,Medium,2024-04-09
SLA-500427,TKT-101055,Security-Team,High,8,127,511,106.46,Yes,Yes,56.9,41.39,36,Asia-Pacific,Startup,Manager_D,Evening,Integration,Low,2024-02-27
SLA-500428,TKT-100005,Tier2-Technical,Medium,24,314,1044,72.5,No,No,87.2,70.05,41,LATAM,SMB,Manager_A,Night,Performance,Low,2024-01-27
SLA-500429,TKT-101982,Infrastructure,Medium,24,524,1383,96.04,No,Yes,86.0,70.4,13,Europe,Startup,Manager_C,Evening,Security,Low,2024-02-12
SLA-500430,TKT-100691,Tier3-Engineering,High,8,147,154,32.08,No,No,51.69,55.95,23,LATAM,SMB,Manager_F,Morning,Service Down,High,2024-03-12
SLA-500431,TKT-100203,Cloud-Support,Low,48,374,690,23.96,No,No,89.55,94.0,19,North America,Enterprise,Manager_B,Night,Data Loss,Low,2024-03-12
SLA-500432,TKT-100001,Infrastructure,Low,48,112,1275,44.27,No,No,50.13,56.87,28,Europe,Mid-Market,Manager_F,Evening,Performance,Medium,2024-05-13
SLA-500433,TKT-101790,Security-Team,Low,48,568,2187,75.94,No,No,58.32,43.76,34,North America,SMB,Manager_C,Morning,Security,Low,2024-04-21
SLA-500434,TKT-101360,Tier3-Engineering,Low,48,725,2484,86.25,No,Yes,35.05,51.3,40,North America,Startup,Manager_F,Evening,Configuration,Critical,2024-05-20
SLA-500435,TKT-101432,Billing-Team,High,8,78,274,57.08,No,No,43.93,63.01,30,LATAM,Enterprise,Manager_F,Morning,Service Down,Low,2024-01-29
SLA-500436,TKT-100437,Cloud-Support,Low,48,830,3001,104.2,Yes,Yes,94.03,40.63,30,North America,Mid-Market,Manager_E,Afternoon,Integration,Critical,2024-03-06
SLA-500437,TKT-101392,Cloud-Support,Critical,4,68,347,144.58,Yes,Yes,68.88,50.44,21,North America,Enterprise,Manager_F,Evening,Service Down,Medium,2024-06-25
SLA-500438,TKT-101761,Infrastructure,Medium,24,386,897,62.29,No,No,66.18,80.71,3,Europe,Startup,Manager_A,Afternoon,Data Loss,Low,2024-03-14
SLA-500439,TKT-100182,Tier2-Technical,Medium,24,153,1582,109.86,Yes,Yes,35.39,44.16,39,North America,SMB,Manager_C,Evening,Performance,Low,2024-02-10
SLA-500440,TKT-100783,Tier3-Engineering,Low,48,1131,642,22.29,No,No,73.66,75.67,31,Europe,Enterprise,Manager_E,Morning,Integration,Medium,2024-05-29
SLA-500441,TKT-101331,Tier3-Engineering,Critical,4,78,312,130.0,Yes,Yes,77.32,78.86,7,LATAM,SMB,Manager_F,Afternoon,Configuration,Medium,2024-04-09
SLA-500442,TKT-101532,Tier3-Engineering,Low,48,257,652,22.64,No,No,42.19,46.44,26,LATAM,Startup,Manager_B,Morning,Service Down,Low,2024-03-19
SLA-500443,TKT-100286,Tier2-Technical,Low,48,946,799,27.74,No,No,30.47,82.48,37,LATAM,SMB,Manager_D,Evening,Performance,High,2024-01-25
SLA-500444,TKT-100507,Security-Team,Low,48,880,540,18.75,No,No,70.8,53.92,37,North America,Mid-Market,Manager_E,Evening,Configuration,Critical,2024-05-17
SLA-500445,TKT-100054,Security-Team,Medium,24,236,165,11.46,No,No,43.2,76.99,39,Europe,Mid-Market,Manager_F,Night,Security,Low,2024-04-23
SLA-500446,TKT-101323,Tier1-Support,High,8,177,478,99.58,No,Yes,92.3,44.64,26,Europe,Startup,Manager_D,Morning,Performance,Medium,2024-01-15
SLA-500447,TKT-101023,Tier2-Technical,High,8,72,307,63.96,No,No,46.04,70.08,42,North America,SMB,Manager_C,Afternoon,Data Loss,Low,2024-06-16
SLA-500448,TKT-101762,Infrastructure,Medium,24,150,1254,87.08,No,Yes,81.71,40.76,34,Asia-Pacific,Mid-Market,Manager_D,Morning,Service Down,Low,2024-03-09
SLA-500449,TKT-101202,Tier2-Technical,Low,48,801,2583,89.69,No,Yes,54.84,63.36,34,North America,SMB,Manager_B,Morning,Service Down,High,2024-03-22
SLA-500450,TKT-101942,Infrastructure,Medium,24,502,1793,124.51,Yes,Yes,91.95,61.08,37,Asia-Pacific,Startup,Manager_D,Night,Service Down,Critical,2024-03-17
SLA-500451,TKT-101311,Tier3-Engineering,High,8,90,750,156.25,Yes,Yes,83.95,63.51,7,Asia-Pacific,Enterprise,Manager_C,Morning,Integration,High,2024-02-08
SLA-500452,TKT-101886,Billing-Team,Low,48,795,3152,109.44,Yes,Yes,92.67,76.66,22,Europe,SMB,Manager_D,Morning,Security,Medium,2024-02-27
SLA-500453,TKT-101430,Infrastructure,Low,48,741,2281,79.2,No,No,64.96,69.43,44,Europe,Enterprise,Manager_B,Morning,Data Loss,Critical,2024-04-01
SLA-500454,TKT-100237,Cloud-Support,Medium,24,62,631,43.82,No,No,61.07,41.21,5,North America,SMB,Manager_F,Afternoon,Service Down,Medium,2024-05-14
SLA-500455,TKT-100025,Tier3-Engineering,Low,48,821,2375,82.47,No,Yes,94.9,45.8,4,North America,Mid-Market,Manager_D,Evening,Integration,Medium,2024-04-30
SLA-500456,TKT-101059,Security-Team,Low,48,1061,1604,55.69,No,No,41.23,43.88,11,Europe,SMB,Manager_B,Evening,Configuration,Critical,2024-04-18
SLA-500457,TKT-101815,Tier2-Technical,High,8,82,128,26.67,No,No,30.56,90.85,28,North America,SMB,Manager_D,Evening,Integration,Medium,2024-01-23
SLA-500458,TKT-100130,Security-Team,Low,48,60,2153,74.76,No,No,88.0,83.41,33,North America,Startup,Manager_D,Evening,Service Down,High,2024-05-12
SLA-500459,TKT-101023,Tier3-Engineering,Low,48,313,3094,107.43,Yes,Yes,46.22,57.52,10,Asia-Pacific,Mid-Market,Manager_C,Morning,Integration,Low,2024-04-18
SLA-500460,TKT-101380,Tier2-Technical,Medium,24,424,749,52.01,No,No,85.61,88.64,13,Europe,Enterprise,Manager_A,Morning,Performance,High,2024-06-06
SLA-500461,TKT-100094,Cloud-Support,Medium,24,456,1428,99.17,No,Yes,62.14,62.61,33,Asia-Pacific,Startup,Manager_B,Afternoon,Service Down,High,2024-04-21
SLA-500462,TKT-101132,Infrastructure,Low,48,596,689,23.92,No,No,67.23,83.42,31,Europe,SMB,Manager_B,Night,Configuration,Low,2024-02-02
SLA-500463,TKT-100655,Security-Team,Low,48,637,2522,87.57,No,Yes,81.27,88.49,11,North America,SMB,Manager_A,Morning,Performance,Medium,2024-04-24
SLA-500464,TKT-100457,Tier1-Support,Low,48,1034,2493,86.56,No,Yes,41.69,53.41,20,LATAM,Enterprise,Manager_D,Evening,Security,Medium,2024-05-05
SLA-500465,TKT-100670,Tier2-Technical,Critical,4,71,392,163.33,Yes,Yes,68.98,62.87,34,LATAM,Enterprise,Manager_C,Afternoon,Security,Medium,2024-03-14
SLA-500466,TKT-101154,Security-Team,Medium,24,448,1065,73.96,No,No,52.93,70.07,2,Europe,Startup,Manager_C,Night,Performance,Medium,2024-06-24
SLA-500467,TKT-101500,Billing-Team,Critical,4,47,274,114.17,Yes,Yes,38.2,58.55,25,Europe,Enterprise,Manager_D,Morning,Performance,High,2024-03-11
SLA-500468,TKT-101109,Network-Operations,Low,48,304,1270,44.1,No,No,84.11,92.33,2,North America,SMB,Manager_A,Night,Configuration,Low,2024-01-17
SLA-500469,TKT-101489,Security-Team,High,8,250,446,92.92,No,Yes,69.25,74.56,33,North America,Mid-Market,Manager_E,Afternoon,Data Loss,High,2024-05-23
SLA-500470,TKT-101007,Tier1-Support,Low,48,667,1336,46.39,No,No,67.5,85.99,23,Europe,SMB,Manager_A,Morning,Performance,High,2024-04-17
SLA-500471,TKT-101837,Infrastructure,Low,48,717,578,20.07,No,No,87.44,62.25,16,Asia-Pacific,Startup,Manager_F,Morning,Integration,Medium,2024-06-22
SLA-500472,TKT-100195,Tier3-Engineering,Medium,24,231,777,53.96,No,No,93.12,51.19,33,LATAM,Enterprise,Manager_E,Morning,Data Loss,Low,2024-01-06
SLA-500473,TKT-101356,Tier3-Engineering,Medium,24,184,411,28.54,No,No,89.35,70.01,19,Europe,SMB,Manager_C,Evening,Data Loss,Medium,2024-02-14
SLA-500474,TKT-101435,Network-Operations,Critical,4,19,250,104.17,Yes,Yes,69.13,57.66,20,Asia-Pacific,Startup,Manager_C,Afternoon,Service Down,Low,2024-03-04
SLA-500475,TKT-101932,Billing-Team,Medium,24,573,763,52.99,No,No,62.5,79.75,32,Europe,Enterprise,Manager_B,Morning,Performance,High,2024-03-31
SLA-500476,TKT-100920,Cloud-Support,Medium,24,61,1399,97.15,No,Yes,63.88,40.29,35,Asia-Pacific,Startup,Manager_A,Evening,Performance,High,2024-02-17
SLA-500477,TKT-100925,Security-Team,Low,48,1159,3512,121.94,Yes,Yes,70.86,83.01,40,LATAM,SMB,Manager_A,Morning,Performance,High,2024-04-08
SLA-500478,TKT-101653,Security-Team,Medium,24,43,1684,116.94,Yes,Yes,57.06,76.44,29,North America,Mid-Market,Manager_C,Afternoon,Service Down,Medium,2024-05-24
SLA-500479,TKT-101456,Billing-Team,Low,48,990,3186,110.62,Yes,Yes,60.32,82.59,43,Asia-Pacific,Startup,Manager_E,Morning,Configuration,Medium,2024-03-02
