order_id,customer_id,product_id,product_name,product_category,brand,ordered_color,received_color,damage_detected,missing_item,replacement_requested,refund_requested,payment_status,order_status,delivery_status,invoice_number,order_amount,refund_amount,shipping_region,seller_name,warehouse_location,return_reason,delivery_partner,purchase_date,delivery_date,customer_satisfaction
ORD-200684,CUST-10762,PROD-1652,Managed Firewall,Security,NetDefense,Silver,Silver,No,No,No,No,Pending,Delivered,Delivered,INV-3000684,5193.94,0.0,North America,Reseller,CA-Central-1,,UPS,2024-06-23,2024-07-06,5
ORD-200685,CUST-08343,PROD-1652,Managed Firewall,Security,NetDefense,White,White,No,No,No,No,Completed,Pending,Delivered,INV-3000685,690.3,0.0,Asia-Pacific,Distributor,CA-Central-1,,DHL,2024-03-12,2024-03-14,
ORD-200686,CUST-07172,PROD-1232,API Integration Suite,Software,IntegratePro,Red,Red,No,No,No,No,Refunded,Shipped,Delivered,INV-3000686,1353.05,0.0,LATAM,Distributor,US-East-1,,Local Courier,2024-03-03,2024-03-07,
ORD-200687,CUST-01189,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Red,Red,No,No,No,No,Completed,Delivered,Returned,INV-3000687,4903.83,0.0,Europe,Reseller,AP-South-1,,FedEx,2024-06-17,2024-06-28,2
ORD-200688,CUST-04108,PROD-1522,Enterprise Router Pro,Networking,NetCore,Blue,Blue,No,No,No,No,Refunded,Processing,Delivered,INV-3000688,1997.98,0.0,Asia-Pacific,Partner Channel,US-East-1,,FedEx,2024-05-21,2024-06-06,
ORD-200689,CUST-08560,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Red,Red,No,No,No,No,Completed,Shipped,Delivered,INV-3000689,1004.92,0.0,Europe,Reseller,AP-South-1,,Express Mail,2024-06-20,2024-06-23,
ORD-200690,CUST-12279,PROD-1790,Network Switch 48P,Networking,NetCore,Black,Black,No,No,No,No,Failed,Delivered,Delivered,INV-3000690,3403.4,0.0,LATAM,Distributor,CA-Central-1,,DHL,2024-06-13,2024-06-15,5
ORD-200691,CUST-06578,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Gray,Gray,No,No,No,No,Completed,Delivered,Out for Delivery,INV-3000691,5166.47,0.0,North America,Partner Channel,CA-Central-1,,Local Courier,2024-06-16,2024-07-03,2
ORD-200692,CUST-13913,PROD-1423,Hardware Token USB,Hardware,CyberAuth,White,White,No,No,No,No,Completed,Delivered,Not Shipped,INV-3000692,4875.99,0.0,LATAM,Partner Channel,SA-East-1,,Express Mail,2024-05-14,2024-05-27,4
ORD-200693,CUST-07873,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,White,White,No,No,No,No,Completed,Delivered,Failed Delivery,INV-3000693,4599.86,0.0,Asia-Pacific,Direct Sales,SA-East-1,,Local Courier,2024-01-16,2024-01-24,4
ORD-200694,CUST-01161,PROD-1522,Enterprise Router Pro,Networking,NetCore,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000694,5028.98,0.0,LATAM,Marketplace,EU-West-1,,UPS,2024-05-29,2024-06-08,4
ORD-200695,CUST-12506,PROD-1878,Load Balancer 2U,Networking,DataFlow,Gray,Gray,Yes,No,No,Yes,Completed,Delivered,In Transit,INV-3000695,2449.97,1910.1,LATAM,Partner Channel,US-East-1,,FedEx,2024-02-14,2024-02-16,1
ORD-200696,CUST-02028,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Gray,Green,No,No,Yes,No,Completed,Returned,Failed Delivery,INV-3000696,2307.26,0.0,Asia-Pacific,Reseller,EU-West-1,Not as described,UPS,2024-02-05,2024-02-19,
ORD-200697,CUST-13309,PROD-1739,Security Gateway X1,Security,SecureNet,Green,Green,No,No,No,No,Pending,Shipped,Delivered,INV-3000697,3170.03,0.0,Africa,Distributor,SA-East-1,,Local Courier,2024-05-01,2024-05-03,
ORD-200698,CUST-04506,PROD-1878,Load Balancer 2U,Networking,DataFlow,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000698,3024.51,0.0,North America,Distributor,SA-East-1,,Express Mail,2024-02-04,2024-02-20,4
ORD-200699,CUST-02685,PROD-1423,Hardware Token USB,Hardware,CyberAuth,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3000699,4549.59,0.0,Africa,Partner Channel,AP-South-1,,UPS,2024-02-27,2024-03-17,5
ORD-200700,CUST-06393,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000700,5578.96,0.0,Asia-Pacific,Distributor,SA-East-1,,FedEx,2024-01-10,2024-01-18,5
ORD-200701,CUST-01876,PROD-1816,VPN License Pack,Software,VPNSecure,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000701,2727.19,0.0,Europe,Marketplace,AP-South-1,,DHL,2024-04-24,2024-05-10,3
ORD-200702,CUST-05968,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000702,2365.26,0.0,Middle East,Distributor,EU-West-1,,FedEx,2024-06-03,2024-06-21,3
ORD-200703,CUST-09392,PROD-1790,Network Switch 48P,Networking,NetCore,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000703,3247.57,0.0,Europe,Direct Sales,EU-West-1,,UPS,2024-01-13,2024-01-29,3
ORD-200704,CUST-04854,PROD-1816,VPN License Pack,Software,VPNSecure,Green,Green,No,No,No,No,Completed,Shipped,Delivered,INV-3000704,5164.83,0.0,Middle East,Marketplace,SA-East-1,,FedEx,2024-01-25,2024-01-31,
ORD-200705,CUST-04420,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Black,Black,No,Yes,Yes,No,Completed,Shipped,Out for Delivery,INV-3000705,3408.29,0.0,Europe,Reseller,SA-East-1,,Express Mail,2024-04-19,2024-04-21,
ORD-200706,CUST-09691,PROD-1652,Managed Firewall,Security,NetDefense,White,White,Yes,No,Yes,No,Completed,Cancelled,Not Shipped,INV-3000706,3057.0,0.0,Europe,Partner Channel,AP-South-1,,UPS,2024-03-02,2024-03-12,
ORD-200707,CUST-02306,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Black,Black,No,No,No,No,Completed,Shipped,Delivered,INV-3000707,3613.92,0.0,North America,Reseller,CA-Central-1,,FedEx,2024-03-25,2024-04-13,
ORD-200708,CUST-04627,PROD-1739,Security Gateway X1,Security,SecureNet,Black,Black,No,No,No,No,Pending,Delivered,Delivered,INV-3000708,1413.11,0.0,North America,Distributor,US-East-1,,FedEx,2024-04-10,2024-04-24,4
ORD-200709,CUST-09680,PROD-1522,Enterprise Router Pro,Networking,NetCore,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000709,5725.76,0.0,Middle East,Partner Channel,EU-West-1,,DHL,2024-05-27,2024-06-12,5
ORD-200710,CUST-13309,PROD-1739,Security Gateway X1,Security,SecureNet,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3000710,1592.78,0.0,Asia-Pacific,Distributor,EU-West-1,,Express Mail,2024-01-19,2024-02-03,5
ORD-200711,CUST-06977,PROD-1232,API Integration Suite,Software,IntegratePro,White,White,Yes,No,No,No,Completed,Delivered,Delivered,INV-3000711,5483.43,0.0,Africa,Partner Channel,AP-South-1,,UPS,2024-01-17,2024-01-30,5
ORD-200712,CUST-07172,PROD-1790,Network Switch 48P,Networking,NetCore,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000712,5135.29,0.0,Africa,Reseller,AP-South-1,,Express Mail,2024-04-08,2024-04-17,5
ORD-200713,CUST-10914,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Red,White,No,No,Yes,No,Refunded,Delivered,Delivered,INV-3000713,4888.05,0.0,Middle East,Partner Channel,CA-Central-1,,FedEx,2024-02-23,2024-02-25,2
ORD-200714,CUST-11048,PROD-1652,Managed Firewall,Security,NetDefense,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000714,4568.09,0.0,Asia-Pacific,Distributor,SA-East-1,,FedEx,2024-04-01,2024-04-08,4
ORD-200715,CUST-04843,PROD-1652,Managed Firewall,Security,NetDefense,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000715,1462.17,0.0,Asia-Pacific,Reseller,EU-West-1,,Express Mail,2024-06-09,2024-06-23,4
ORD-200716,CUST-09208,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000716,3793.97,0.0,LATAM,Distributor,EU-West-1,,FedEx,2024-04-17,2024-05-05,5
ORD-200717,CUST-03143,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3000717,2845.34,0.0,North America,Direct Sales,EU-West-1,,Local Courier,2024-01-26,2024-02-12,1
ORD-200718,CUST-10007,PROD-1232,API Integration Suite,Software,IntegratePro,Black,Black,No,No,No,No,Completed,Returned,Delivered,INV-3000718,4079.87,0.0,Asia-Pacific,Partner Channel,AP-South-1,Better alternative found,Express Mail,2024-02-17,2024-02-20,
ORD-200719,CUST-05642,PROD-1739,Security Gateway X1,Security,SecureNet,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3000719,4467.13,0.0,Africa,Marketplace,SA-East-1,,DHL,2024-03-06,2024-03-11,4
ORD-200720,CUST-06541,PROD-1878,Load Balancer 2U,Networking,DataFlow,Gray,Gray,No,No,No,No,Completed,Cancelled,Delivered,INV-3000720,3133.35,0.0,LATAM,Marketplace,AP-South-1,,UPS,2024-04-09,2024-04-28,
ORD-200721,CUST-02324,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000721,2542.72,0.0,Europe,Direct Sales,US-East-1,,FedEx,2024-03-11,2024-03-28,4
ORD-200722,CUST-10670,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Red,Red,No,No,No,No,Completed,Delivered,In Transit,INV-3000722,2328.73,0.0,Asia-Pacific,Partner Channel,AP-South-1,,Express Mail,2024-03-09,2024-03-21,3
ORD-200723,CUST-06732,PROD-1739,Security Gateway X1,Security,SecureNet,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000723,977.91,0.0,LATAM,Partner Channel,AP-South-1,,Local Courier,2024-05-10,2024-05-17,3
ORD-200724,CUST-01853,PROD-1790,Network Switch 48P,Networking,NetCore,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000724,5189.23,0.0,North America,Direct Sales,CA-Central-1,,FedEx,2024-05-04,2024-05-08,4
ORD-200725,CUST-13757,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Gray,Gray,No,Yes,Yes,No,Completed,Delivered,Out for Delivery,INV-3000725,827.47,0.0,Asia-Pacific,Partner Channel,CA-Central-1,,Local Courier,2024-02-03,2024-02-13,5
ORD-200726,CUST-07184,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3000726,3047.96,0.0,LATAM,Marketplace,SA-East-1,,Express Mail,2024-04-12,2024-04-17,3
ORD-200727,CUST-06625,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Blue,Blue,No,No,No,No,Completed,Delivered,Delivered,INV-3000727,3620.31,0.0,LATAM,Marketplace,CA-Central-1,,Express Mail,2024-01-19,2024-01-22,2
ORD-200728,CUST-07806,PROD-1652,Managed Firewall,Security,NetDefense,Green,Gray,Yes,No,Yes,Yes,Completed,Delivered,Delivered,INV-3000728,3076.11,2783.19,Middle East,Direct Sales,AP-South-1,,Local Courier,2024-05-06,2024-05-19,4
ORD-200729,CUST-10467,PROD-1878,Load Balancer 2U,Networking,DataFlow,Gray,Silver,No,No,Yes,No,Completed,Delivered,Delivered,INV-3000729,1425.07,0.0,Africa,Distributor,SA-East-1,,FedEx,2024-04-21,2024-04-30,5
ORD-200730,CUST-13144,PROD-1739,Security Gateway X1,Security,SecureNet,Green,Green,No,Yes,Yes,No,Completed,Delivered,Delivered,INV-3000730,4573.74,0.0,LATAM,Marketplace,SA-East-1,,Local Courier,2024-03-26,2024-04-08,4
ORD-200731,CUST-04510,PROD-1522,Enterprise Router Pro,Networking,NetCore,Red,Red,Yes,No,Yes,Yes,Refunded,Cancelled,Delivered,INV-3000731,2167.94,1189.9,LATAM,Direct Sales,EU-West-1,,DHL,2024-06-14,2024-06-21,
ORD-200732,CUST-02148,PROD-1790,Network Switch 48P,Networking,NetCore,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000732,5546.05,0.0,Asia-Pacific,Reseller,EU-West-1,,Local Courier,2024-05-01,2024-05-08,4
ORD-200733,CUST-04373,PROD-1739,Security Gateway X1,Security,SecureNet,Green,Green,No,No,No,No,Completed,Delivered,In Transit,INV-3000733,5842.03,0.0,Asia-Pacific,Marketplace,CA-Central-1,,UPS,2024-03-10,2024-03-18,4
ORD-200734,CUST-06387,PROD-1739,Security Gateway X1,Security,SecureNet,Red,Red,No,No,No,No,Completed,Shipped,In Transit,INV-3000734,5072.59,0.0,North America,Marketplace,SA-East-1,,Local Courier,2024-02-17,2024-02-28,
ORD-200735,CUST-01980,PROD-1816,VPN License Pack,Software,VPNSecure,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000735,652.1,0.0,Asia-Pacific,Reseller,SA-East-1,,DHL,2024-01-26,2024-02-07,5
ORD-200736,CUST-06450,PROD-1878,Load Balancer 2U,Networking,DataFlow,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000736,4397.73,0.0,Middle East,Partner Channel,US-East-1,,Express Mail,2024-02-02,2024-02-05,3
ORD-200737,CUST-04157,PROD-1232,API Integration Suite,Software,IntegratePro,Silver,Silver,No,No,No,No,Completed,Processing,Delivered,INV-3000737,3591.39,0.0,LATAM,Distributor,SA-East-1,,Express Mail,2024-05-25,2024-06-09,
ORD-200738,CUST-10347,PROD-1878,Load Balancer 2U,Networking,DataFlow,Blue,Blue,Yes,No,Yes,Yes,Completed,Delivered,Delivered,INV-3000738,1617.74,1412.64,Asia-Pacific,Reseller,CA-Central-1,,DHL,2024-03-27,2024-04-14,5
ORD-200739,CUST-10555,PROD-1816,VPN License Pack,Software,VPNSecure,Green,Green,No,No,No,No,Refunded,Delivered,Delivered,INV-3000739,4293.93,0.0,Asia-Pacific,Marketplace,EU-West-1,,Local Courier,2024-03-08,2024-03-19,4
ORD-200740,CUST-02291,PROD-1739,Security Gateway X1,Security,SecureNet,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3000740,1905.93,0.0,LATAM,Reseller,SA-East-1,,Local Courier,2024-03-05,2024-03-18,5
ORD-200741,CUST-01699,PROD-1522,Enterprise Router Pro,Networking,NetCore,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3000741,3778.07,0.0,Asia-Pacific,Marketplace,EU-West-1,,FedEx,2024-06-06,2024-06-20,4
ORD-200742,CUST-08860,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Green,Green,No,No,No,No,Completed,Delivered,In Transit,INV-3000742,4584.09,0.0,Middle East,Distributor,US-East-1,,Local Courier,2024-05-09,2024-05-21,5
ORD-200743,CUST-13259,PROD-1739,Security Gateway X1,Security,SecureNet,Silver,Red,No,No,Yes,No,Completed,Delivered,Delivered,INV-3000743,359.14,0.0,Middle East,Direct Sales,SA-East-1,,Express Mail,2024-05-14,2024-05-27,2
ORD-200744,CUST-07588,PROD-1790,Network Switch 48P,Networking,NetCore,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000744,5314.08,0.0,Asia-Pacific,Distributor,SA-East-1,,Local Courier,2024-01-05,2024-01-17,5
ORD-200745,CUST-14704,PROD-1816,VPN License Pack,Software,VPNSecure,Silver,Silver,No,No,No,No,Completed,Shipped,Delivered,INV-3000745,1449.23,0.0,Asia-Pacific,Reseller,CA-Central-1,,DHL,2024-05-06,2024-05-14,
ORD-200746,CUST-10949,PROD-1522,Enterprise Router Pro,Networking,NetCore,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000746,1348.06,0.0,Middle East,Reseller,CA-Central-1,,UPS,2024-03-25,2024-04-01,4
ORD-200747,CUST-01197,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Gray,Gray,No,No,No,No,Completed,Delivered,Not Shipped,INV-3000747,2158.17,0.0,Africa,Marketplace,US-East-1,,FedEx,2024-06-16,2024-06-30,2
ORD-200748,CUST-02365,PROD-1816,VPN License Pack,Software,VPNSecure,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000748,3521.87,0.0,Asia-Pacific,Direct Sales,SA-East-1,,UPS,2024-02-22,2024-03-04,1
ORD-200749,CUST-13913,PROD-1878,Load Balancer 2U,Networking,DataFlow,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000749,793.23,0.0,Asia-Pacific,Distributor,US-East-1,,UPS,2024-01-12,2024-01-18,5
ORD-200750,CUST-12411,PROD-1816,VPN License Pack,Software,VPNSecure,Green,Green,No,No,No,No,Completed,Delivered,In Transit,INV-3000750,5630.75,0.0,Africa,Reseller,US-East-1,,DHL,2024-03-17,2024-03-25,5
ORD-200751,CUST-11805,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Silver,Silver,No,No,No,No,Completed,Delivered,Failed Delivery,INV-3000751,1869.73,0.0,LATAM,Direct Sales,EU-West-1,,DHL,2024-02-02,2024-02-10,5
ORD-200752,CUST-11852,PROD-1739,Security Gateway X1,Security,SecureNet,Gray,Gray,No,No,No,No,Completed,Cancelled,Out for Delivery,INV-3000752,4847.59,0.0,Asia-Pacific,Reseller,US-East-1,,FedEx,2024-06-14,2024-06-30,
ORD-200753,CUST-12088,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Red,Red,No,Yes,Yes,Yes,Completed,Delivered,Delivered,INV-3000753,2034.6,1603.07,North America,Partner Channel,EU-West-1,,Express Mail,2024-01-04,2024-01-23,1
ORD-200754,CUST-12130,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000754,3883.58,0.0,LATAM,Reseller,EU-West-1,,DHL,2024-01-09,2024-01-28,5
ORD-200755,CUST-13383,PROD-1232,API Integration Suite,Software,IntegratePro,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000755,3679.42,0.0,Asia-Pacific,Partner Channel,CA-Central-1,,Local Courier,2024-04-02,2024-04-12,2
ORD-200756,CUST-13237,PROD-1816,VPN License Pack,Software,VPNSecure,Black,Blue,No,No,No,No,Completed,Delivered,Delivered,INV-3000756,1612.2,0.0,LATAM,Partner Channel,AP-South-1,,UPS,2024-04-07,2024-04-18,4
ORD-200757,CUST-04556,PROD-1878,Load Balancer 2U,Networking,DataFlow,Blue,Blue,No,No,No,No,Completed,Shipped,Failed Delivery,INV-3000757,5232.76,0.0,Asia-Pacific,Partner Channel,SA-East-1,,FedEx,2024-06-22,2024-07-03,
ORD-200758,CUST-12363,PROD-1790,Network Switch 48P,Networking,NetCore,Silver,Silver,No,No,No,No,Completed,Pending,Delivered,INV-3000758,4834.26,0.0,LATAM,Direct Sales,EU-West-1,,UPS,2024-05-11,2024-05-29,
ORD-200759,CUST-10789,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000759,5622.67,0.0,Europe,Marketplace,EU-West-1,,DHL,2024-05-05,2024-05-21,4
ORD-200760,CUST-12486,PROD-1816,VPN License Pack,Software,VPNSecure,Silver,Silver,No,Yes,No,Yes,Refunded,Delivered,Delivered,INV-3000760,5485.6,3979.74,Europe,Distributor,SA-East-1,,Local Courier,2024-05-03,2024-05-20,4
ORD-200761,CUST-13990,PROD-1522,Enterprise Router Pro,Networking,NetCore,Silver,Silver,No,No,No,No,Completed,Delivered,Failed Delivery,INV-3000761,1980.19,0.0,Africa,Partner Channel,CA-Central-1,,Local Courier,2024-06-06,2024-06-11,5
ORD-200762,CUST-05846,PROD-1232,API Integration Suite,Software,IntegratePro,Gray,Gray,No,No,No,No,Completed,Delivered,Returned,INV-3000762,2732.09,0.0,Europe,Reseller,AP-South-1,,Express Mail,2024-03-16,2024-03-21,5
ORD-200763,CUST-05079,PROD-1232,API Integration Suite,Software,IntegratePro,Red,Red,Yes,No,Yes,Yes,Completed,Delivered,Delivered,INV-3000763,610.28,425.58,Asia-Pacific,Partner Channel,SA-East-1,,FedEx,2024-06-04,2024-06-21,4
ORD-200764,CUST-12151,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000764,2036.95,0.0,LATAM,Partner Channel,US-East-1,,DHL,2024-05-25,2024-06-09,2
ORD-200765,CUST-08266,PROD-1790,Network Switch 48P,Networking,NetCore,Silver,Silver,No,Yes,Yes,No,Completed,Delivered,Delivered,INV-3000765,1595.65,0.0,Asia-Pacific,Distributor,CA-Central-1,,DHL,2024-06-20,2024-06-25,4
ORD-200766,CUST-06791,PROD-1232,API Integration Suite,Software,IntegratePro,Green,Green,No,No,No,No,Completed,Pending,Delivered,INV-3000766,2175.61,0.0,Europe,Distributor,CA-Central-1,,UPS,2024-05-01,2024-05-12,
ORD-200767,CUST-05070,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Black,Black,Yes,No,Yes,Yes,Completed,Delivered,Delivered,INV-3000767,3271.84,2400.11,North America,Reseller,US-East-1,,Local Courier,2024-04-01,2024-04-19,3
ORD-200768,CUST-05433,PROD-1790,Network Switch 48P,Networking,NetCore,Silver,Silver,No,No,No,No,Completed,Processing,Not Shipped,INV-3000768,4713.57,0.0,Europe,Direct Sales,AP-South-1,,FedEx,2024-03-02,2024-03-11,
ORD-200769,CUST-06592,PROD-1423,Hardware Token USB,Hardware,CyberAuth,White,White,No,No,No,No,Completed,Processing,Delivered,INV-3000769,358.93,0.0,Middle East,Marketplace,EU-West-1,,Express Mail,2024-03-18,2024-03-20,
ORD-200770,CUST-06191,PROD-1790,Network Switch 48P,Networking,NetCore,Green,Green,No,No,No,No,Completed,Delivered,Returned,INV-3000770,1728.98,0.0,LATAM,Direct Sales,AP-South-1,,FedEx,2024-04-04,2024-04-11,5
ORD-200771,CUST-10339,PROD-1739,Security Gateway X1,Security,SecureNet,Silver,Silver,No,No,No,No,Completed,Delivered,Failed Delivery,INV-3000771,625.25,0.0,Asia-Pacific,Partner Channel,US-East-1,,FedEx,2024-04-25,2024-05-02,3
ORD-200772,CUST-06596,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Silver,Silver,No,No,No,No,Refunded,Shipped,Delivered,INV-3000772,1909.54,0.0,Asia-Pacific,Direct Sales,SA-East-1,,Local Courier,2024-04-02,2024-04-22,
ORD-200773,CUST-12915,PROD-1232,API Integration Suite,Software,IntegratePro,White,White,Yes,No,Yes,Yes,Completed,Returned,In Transit,INV-3000773,3596.69,1925.53,Middle East,Reseller,US-East-1,Missing parts,DHL,2024-02-09,2024-02-13,
ORD-200774,CUST-07892,PROD-1816,VPN License Pack,Software,VPNSecure,Green,Green,No,No,No,No,Completed,Delivered,In Transit,INV-3000774,722.71,0.0,Europe,Reseller,CA-Central-1,,DHL,2024-06-20,2024-07-04,5
ORD-200775,CUST-01417,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000775,1773.65,0.0,Asia-Pacific,Marketplace,EU-West-1,,DHL,2024-03-27,2024-04-06,1
ORD-200776,CUST-06988,PROD-1739,Security Gateway X1,Security,SecureNet,Green,Green,No,No,No,No,Completed,Cancelled,In Transit,INV-3000776,1219.25,0.0,LATAM,Reseller,AP-South-1,,Express Mail,2024-02-11,2024-02-21,
ORD-200777,CUST-10823,PROD-1878,Load Balancer 2U,Networking,DataFlow,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000777,4248.58,0.0,LATAM,Reseller,US-East-1,,FedEx,2024-01-17,2024-01-23,5
ORD-200778,CUST-05869,PROD-1652,Managed Firewall,Security,NetDefense,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000778,2611.18,0.0,LATAM,Marketplace,SA-East-1,,FedEx,2024-06-21,2024-06-26,5
ORD-200779,CUST-03811,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Silver,Silver,No,No,No,No,Pending,Delivered,Delivered,INV-3000779,1594.39,0.0,Europe,Distributor,EU-West-1,,Express Mail,2024-02-20,2024-03-06,3
ORD-200780,CUST-01980,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Blue,Blue,Yes,Yes,Yes,No,Completed,Delivered,In Transit,INV-3000780,5154.52,0.0,North America,Reseller,SA-East-1,,DHL,2024-04-08,2024-04-26,5
ORD-200781,CUST-03961,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Blue,Blue,No,No,No,No,Completed,Delivered,Not Shipped,INV-3000781,2213.31,0.0,Africa,Reseller,EU-West-1,,UPS,2024-06-11,2024-07-01,4
ORD-200782,CUST-01225,PROD-1522,Enterprise Router Pro,Networking,NetCore,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000782,1644.18,0.0,Africa,Reseller,CA-Central-1,,Express Mail,2024-05-02,2024-05-10,4
ORD-200783,CUST-06535,PROD-1652,Managed Firewall,Security,NetDefense,Green,Green,No,No,No,No,Completed,Returned,Delivered,INV-3000783,5220.56,0.0,Middle East,Distributor,US-East-1,Missing parts,Express Mail,2024-06-15,2024-07-03,
ORD-200784,CUST-01769,PROD-1522,Enterprise Router Pro,Networking,NetCore,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000784,4391.68,0.0,Africa,Reseller,SA-East-1,,Local Courier,2024-03-11,2024-03-16,2
ORD-200785,CUST-02959,PROD-1232,API Integration Suite,Software,IntegratePro,Green,Gray,No,No,Yes,No,Completed,Delivered,Delivered,INV-3000785,1689.77,0.0,Asia-Pacific,Direct Sales,EU-West-1,,UPS,2024-06-27,2024-07-01,4
ORD-200786,CUST-12363,PROD-1816,VPN License Pack,Software,VPNSecure,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000786,2140.04,0.0,North America,Partner Channel,CA-Central-1,,UPS,2024-06-04,2024-06-17,3
ORD-200787,CUST-04974,PROD-1816,VPN License Pack,Software,VPNSecure,Silver,Silver,No,No,No,No,Completed,Delivered,In Transit,INV-3000787,1611.82,0.0,North America,Distributor,CA-Central-1,,UPS,2024-02-24,2024-02-29,5
ORD-200788,CUST-05780,PROD-1878,Load Balancer 2U,Networking,DataFlow,Black,Black,No,No,No,No,Completed,Delivered,Not Shipped,INV-3000788,5705.57,0.0,LATAM,Reseller,CA-Central-1,,FedEx,2024-04-17,2024-05-06,1
ORD-200789,CUST-01154,PROD-1232,API Integration Suite,Software,IntegratePro,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3000789,3277.23,0.0,North America,Distributor,US-East-1,,FedEx,2024-04-17,2024-05-05,3
ORD-200790,CUST-08723,PROD-1878,Load Balancer 2U,Networking,DataFlow,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000790,803.9,0.0,Middle East,Distributor,US-East-1,,Local Courier,2024-04-28,2024-05-01,2
ORD-200791,CUST-08996,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Blue,Blue,No,No,No,No,Completed,Delivered,Out for Delivery,INV-3000791,5096.25,0.0,LATAM,Partner Channel,US-East-1,,Express Mail,2024-03-18,2024-03-25,5
ORD-200792,CUST-11583,PROD-1878,Load Balancer 2U,Networking,DataFlow,Blue,Blue,Yes,No,Yes,No,Completed,Delivered,In Transit,INV-3000792,5732.85,0.0,LATAM,Marketplace,AP-South-1,,Local Courier,2024-03-07,2024-03-20,4
