feedback_id,ticket_id,customer_id,feedback_text,feedback_rating,sentiment,churn_risk,response_time_satisfaction,agent_behavior_score,resolution_satisfaction,would_recommend,customer_emotion,repeat_customer,feedback_channel,feedback_date
FB-600378,TKT-100562,CUST-02472,Excellent support! Agent went above and beyond.,5,Very Positive,Low,3,4,3,Yes,Delighted,Yes,Survey,2024-03-30
FB-600379,TKT-100744,CUST-03912,Fastest resolution ever. Very impressed.,5,Very Positive,Low,1,4,1,Yes,Delighted,No,Phone,2024-06-23
FB-600380,TKT-101738,CUST-13565,Felt like my issue wasn't prioritized.,2,Negative,Low,3,4,5,No,Frustrated,Yes,Email,2024-05-26
FB-600381,TKT-100483,CUST-13483,Good support experience overall.,5,Positive,Low,1,2,3,Yes,Satisfied,Yes,Social Media,2024-06-15
FB-600382,TKT-100066,CUST-06700,Support was adequate. Could be better.,3,Neutral,Low,4,5,4,No,Neutral,No,Chat,2024-05-21
FB-600383,TKT-100909,CUST-03594,Agent was knowledgeable and helpful.,5,Positive,Medium,2,3,4,Yes,Satisfied,No,Social Media,2024-04-26
FB-600384,TKT-100751,CUST-04205,Outstanding service. Highly recommend!,5,Very Positive,Medium,4,2,1,Yes,Delighted,No,Phone,2024-01-12
FB-600385,TKT-101967,CUST-04237,Issue was resolved eventually.,3,Neutral,Low,4,1,2,Yes,Neutral,No,Survey,2024-02-18
FB-600386,TKT-101870,CUST-09148,Issue was resolved eventually.,3,Neutral,Low,5,2,3,No,Neutral,No,Survey,2024-04-16
FB-600387,TKT-100439,CUST-04603,Got the help I needed but could have been faster.,3,Neutral,Low,3,3,5,No,Neutral,Yes,Phone,2024-04-17
FB-600388,TKT-101746,CUST-07907,Agent explained everything clearly.,4,Positive,Low,4,5,2,Yes,Satisfied,Yes,Survey,2024-03-15
FB-600389,TKT-100179,CUST-01050,Good support experience overall.,5,Positive,Low,1,4,4,Yes,Satisfied,No,Email,2024-02-03
FB-600390,TKT-101126,CUST-09086,Resolution took longer than expected.,2,Negative,Low,1,5,5,No,Frustrated,No,Phone,2024-05-25
FB-600391,TKT-101457,CUST-06446,Issue resolved in reasonable time.,4,Positive,Low,4,4,2,Yes,Satisfied,No,Social Media,2024-03-04
FB-600392,TKT-100459,CUST-04008,Issue resolved in reasonable time.,5,Positive,Low,4,4,2,Yes,Satisfied,No,Phone,2024-04-22
FB-600393,TKT-101618,CUST-04220,Response time was slow. Could have been resolved faster.,2,Negative,Medium,5,4,2,No,Frustrated,Yes,Social Media,2024-06-22
FB-600394,TKT-100755,CUST-14500,Terrible support. I'm switching providers immediately.,2,Very Negative,Low,3,3,2,No,Angry,Yes,Email,2024-01-30
FB-600395,TKT-100134,CUST-03620,Felt like my issue wasn't prioritized.,3,Negative,Medium,5,3,5,No,Frustrated,No,Survey,2024-04-22
FB-600396,TKT-101686,CUST-01571,Response time was slow. Could have been resolved faster.,2,Negative,Low,3,4,3,No,Frustrated,Yes,Chat,2024-06-13
FB-600397,TKT-101315,CUST-07907,Agent explained everything clearly.,4,Positive,Low,4,5,4,Yes,Satisfied,No,Social Media,2024-02-11
FB-600398,TKT-100705,CUST-08291,Best support experience I've had. Thank you!,5,Very Positive,Low,2,4,4,Yes,Delighted,No,Phone,2024-01-21
FB-600399,TKT-101572,CUST-13502,Agent was professional and solved issue immediately.,5,Very Positive,Low,3,4,2,Yes,Delighted,No,Email,2024-05-20
FB-600400,TKT-101702,CUST-14131,Satisfied with the resolution provided.,4,Positive,Low,4,5,3,Yes,Satisfied,Yes,Phone,2024-05-31
FB-600401,TKT-100331,CUST-06851,Issue resolved in reasonable time.,4,Positive,Low,2,5,4,Yes,Satisfied,Yes,Social Media,2024-04-27
FB-600402,TKT-101832,CUST-14444,Issue was resolved eventually.,3,Neutral,Low,5,5,4,No,Neutral,Yes,Social Media,2024-05-19
FB-600403,TKT-100562,CUST-04722,No solution provided. Ticket was escalated multiple times.,2,Very Negative,Low,2,5,3,No,Angry,No,Email,2024-02-15
FB-600404,TKT-101029,CUST-08163,Waited 3 days for response. Worst experience ever.,2,Very Negative,Medium,4,5,4,No,Angry,No,Social Media,2024-04-05
FB-600405,TKT-100315,CUST-11243,Satisfied with the resolution provided.,4,Positive,Low,3,3,5,Yes,Satisfied,No,Social Media,2024-05-22
FB-600406,TKT-100691,CUST-10870,Satisfied with the resolution provided.,5,Positive,Low,4,5,5,Yes,Satisfied,Yes,Email,2024-03-22
FB-600407,TKT-100166,CUST-08206,Nothing special but acceptable.,3,Neutral,Low,4,5,4,No,Neutral,No,Social Media,2024-03-13
FB-600408,TKT-100853,CUST-06906,Response time was slow. Could have been resolved faster.,2,Negative,Low,5,5,1,No,Angry,No,Social Media,2024-03-09
FB-600409,TKT-100593,CUST-02828,Good support experience overall.,5,Positive,Low,4,5,5,Yes,Satisfied,No,Survey,2024-06-19
FB-600410,TKT-100609,CUST-09437,Excellent support! Agent went above and beyond.,5,Very Positive,Low,4,4,5,Yes,Delighted,No,Phone,2024-06-17
FB-600411,TKT-100900,CUST-08723,Standard support experience.,3,Neutral,Low,5,1,5,No,Neutral,Yes,Social Media,2024-01-08
FB-600412,TKT-100294,CUST-08034,Outstanding service. Highly recommend!,5,Very Positive,Medium,1,1,3,Yes,Delighted,No,Chat,2024-02-06
FB-600413,TKT-101997,CUST-14136,Issue resolved in reasonable time.,4,Positive,High,5,5,5,Yes,Satisfied,No,Social Media,2024-01-01
FB-600414,TKT-101150,CUST-08684,Outstanding service. Highly recommend!,5,Very Positive,Low,1,4,1,Yes,Delighted,Yes,Email,2024-05-07
FB-600415,TKT-100547,CUST-06366,Issue resolved in reasonable time.,4,Positive,Medium,3,2,5,Yes,Satisfied,Yes,Email,2024-06-21
FB-600416,TKT-100594,CUST-14602,Satisfied with the resolution provided.,4,Positive,Low,4,3,1,Yes,Satisfied,No,Phone,2024-04-28
FB-600417,TKT-101666,CUST-13732,Best support experience I've had. Thank you!,5,Very Positive,Low,4,2,4,Yes,Delighted,No,Phone,2024-04-20
FB-600418,TKT-101562,CUST-11377,Standard support experience.,3,Neutral,Low,3,3,2,No,Neutral,No,Chat,2024-02-24
FB-600419,TKT-101018,CUST-08140,Excellent support! Agent went above and beyond.,5,Very Positive,Low,4,3,4,Yes,Delighted,No,Social Media,2024-01-13
FB-600420,TKT-100936,CUST-03113,Issue resolved in reasonable time.,4,Positive,Low,4,3,4,Yes,Satisfied,No,Email,2024-02-01
FB-600421,TKT-100103,CUST-01783,Standard support experience.,3,Neutral,Low,4,2,4,No,Neutral,Yes,Email,2024-01-14
FB-600422,TKT-101735,CUST-02724,Agent explained everything clearly.,5,Positive,Low,5,4,4,Yes,Satisfied,Yes,Chat,2024-02-28
FB-600423,TKT-101489,CUST-02245,Agent explained everything clearly.,5,Positive,Low,2,5,5,Yes,Satisfied,Yes,Survey,2024-05-06
FB-600424,TKT-100104,CUST-03395,Support quality has declined recently.,3,Negative,Low,2,3,5,Yes,Angry,Yes,Chat,2024-02-07
FB-600425,TKT-100150,CUST-06123,Best support experience I've had. Thank you!,5,Very Positive,Low,4,3,5,Yes,Delighted,No,Social Media,2024-03-04
FB-600426,TKT-100572,CUST-02059,Nothing special but acceptable.,3,Neutral,Medium,3,3,5,Yes,Neutral,Yes,Email,2024-06-20
FB-600427,TKT-100806,CUST-08546,Good support experience overall.,5,Positive,Low,3,5,3,Yes,Satisfied,No,Chat,2024-06-27
FB-600428,TKT-101546,CUST-09799,Agent wasn't helpful. Had to repeat myself multiple times.,3,Negative,High,4,5,5,No,Frustrated,No,Email,2024-06-23
FB-600429,TKT-100079,CUST-02647,Resolution took longer than expected.,2,Negative,Low,2,3,2,No,Frustrated,No,Social Media,2024-01-25
FB-600430,TKT-100935,CUST-01464,Nothing special but acceptable.,3,Neutral,Medium,4,4,1,Yes,Neutral,Yes,Social Media,2024-04-10
FB-600431,TKT-100652,CUST-06368,Agent explained everything clearly.,4,Positive,Low,3,4,3,Yes,Satisfied,No,Chat,2024-04-14
FB-600432,TKT-101215,CUST-06664,Support quality has declined recently.,2,Negative,Medium,4,4,4,No,Frustrated,No,Social Media,2024-06-14
FB-600433,TKT-101003,CUST-03528,Satisfied with the resolution provided.,5,Positive,Low,4,5,1,Yes,Satisfied,Yes,Email,2024-05-16
FB-600434,TKT-100754,CUST-13150,Response time was slow. Could have been resolved faster.,2,Negative,Medium,4,5,1,No,Frustrated,No,Social Media,2024-02-23
FB-600435,TKT-100630,CUST-04841,Response time was slow. Could have been resolved faster.,3,Negative,Medium,1,4,5,No,Angry,Yes,Social Media,2024-02-22
FB-600436,TKT-101182,CUST-01118,Issue was resolved eventually.,3,Neutral,Low,1,4,3,No,Neutral,Yes,Social Media,2024-03-21
FB-600437,TKT-101586,CUST-03146,Felt like my issue wasn't prioritized.,3,Negative,High,4,3,5,Yes,Frustrated,No,Phone,2024-01-29
FB-600438,TKT-100064,CUST-09709,Agent was knowledgeable and helpful.,5,Positive,Medium,3,5,4,Yes,Satisfied,Yes,Survey,2024-01-16
FB-600439,TKT-100642,CUST-06353,Issue resolved in reasonable time.,5,Positive,Medium,5,4,1,Yes,Satisfied,No,Phone,2024-06-23
FB-600440,TKT-100840,CUST-12645,Best support experience I've had. Thank you!,5,Very Positive,Medium,3,1,3,Yes,Delighted,No,Email,2024-02-02
FB-600441,TKT-101445,CUST-04005,Satisfied with the resolution provided.,4,Positive,Low,3,1,3,Yes,Satisfied,Yes,Chat,2024-05-14
FB-600442,TKT-101356,CUST-02425,Best support experience I've had. Thank you!,5,Very Positive,Low,4,5,4,Yes,Delighted,Yes,Phone,2024-02-14
FB-600443,TKT-100941,CUST-03365,Nothing special but acceptable.,3,Neutral,Low,1,3,3,No,Neutral,No,Chat,2024-06-04
FB-600444,TKT-101249,CUST-07652,Issue resolved in reasonable time.,5,Positive,Low,1,5,5,Yes,Satisfied,No,Chat,2024-05-12
FB-600445,TKT-101142,CUST-03801,Issue resolved in reasonable time.,5,Positive,Low,5,2,3,Yes,Satisfied,No,Chat,2024-02-28
FB-600446,TKT-101579,CUST-05323,Issue resolved in reasonable time.,4,Positive,Medium,4,5,4,Yes,Satisfied,No,Survey,2024-01-11
FB-600447,TKT-100649,CUST-02057,Outstanding service. Highly recommend!,5,Very Positive,Low,5,3,4,Yes,Delighted,No,Chat,2024-03-05
FB-600448,TKT-100589,CUST-11152,Nothing special but acceptable.,3,Neutral,Low,3,4,5,No,Neutral,No,Survey,2024-06-22
FB-600449,TKT-101676,CUST-02757,Agent wasn't helpful. Had to repeat myself multiple times.,2,Negative,Low,4,3,1,No,Frustrated,Yes,Chat,2024-06-14
FB-600450,TKT-101956,CUST-01721,Agent was knowledgeable and helpful.,4,Positive,Low,5,5,4,Yes,Satisfied,Yes,Survey,2024-03-02
FB-600451,TKT-101343,CUST-05636,Agent was professional and solved issue immediately.,5,Very Positive,Low,4,4,1,Yes,Delighted,Yes,Social Media,2024-01-06
FB-600452,TKT-100555,CUST-14255,Got the help I needed but could have been faster.,3,Neutral,Low,1,5,5,Yes,Neutral,Yes,Social Media,2024-03-17
FB-600453,TKT-100490,CUST-11321,Agent was knowledgeable and helpful.,4,Positive,Low,5,3,5,Yes,Satisfied,No,Social Media,2024-02-17
FB-600454,TKT-100462,CUST-12541,Support was adequate. Could be better.,3,Neutral,Low,4,3,4,Yes,Neutral,Yes,Chat,2024-01-18
FB-600455,TKT-101469,CUST-10671,Agent was knowledgeable and helpful.,4,Positive,Low,1,1,5,Yes,Satisfied,No,Phone,2024-01-29
FB-600456,TKT-100010,CUST-06431,Fastest resolution ever. Very impressed.,5,Very Positive,Low,5,4,5,Yes,Delighted,No,Survey,2024-01-08
FB-600457,TKT-100977,CUST-06320,Agent wasn't helpful. Had to repeat myself multiple times.,3,Negative,Low,3,3,4,No,Angry,Yes,Email,2024-03-24
FB-600458,TKT-101859,CUST-02642,Agent was knowledgeable and helpful.,5,Positive,Low,4,5,5,Yes,Satisfied,No,Phone,2024-06-04
FB-600459,TKT-101095,CUST-11309,Issue was resolved eventually.,3,Neutral,Low,2,3,5,Yes,Neutral,No,Phone,2024-06-24
FB-600460,TKT-101912,CUST-09533,Felt like my issue wasn't prioritized.,2,Negative,Medium,3,5,1,No,Angry,No,Phone,2024-06-03
FB-600461,TKT-101918,CUST-05166,Outstanding service. Highly recommend!,5,Very Positive,Low,4,4,4,Yes,Delighted,No,Email,2024-05-27
FB-600462,TKT-100611,CUST-13081,Satisfied with the resolution provided.,4,Positive,Medium,3,3,4,Yes,Satisfied,Yes,Chat,2024-06-21
FB-600463,TKT-100582,CUST-11155,Nothing special but acceptable.,3,Neutral,Low,3,4,3,No,Neutral,No,Phone,2024-02-27
FB-600464,TKT-101742,CUST-13398,Agent was professional and solved issue immediately.,5,Very Positive,Low,1,5,5,Yes,Delighted,Yes,Email,2024-05-12
FB-600465,TKT-100677,CUST-06368,Staff doesn't know what they're doing. Product is broken.,1,Very Negative,Medium,4,3,4,No,Angry,No,Phone,2024-05-18
FB-600466,TKT-100028,CUST-13366,Good support experience overall.,4,Positive,Low,4,3,3,Yes,Satisfied,No,Social Media,2024-02-16
FB-600467,TKT-101381,CUST-09337,Fastest resolution ever. Very impressed.,5,Very Positive,Low,3,5,5,Yes,Delighted,Yes,Survey,2024-03-24
FB-600468,TKT-101693,CUST-12340,Satisfied with the resolution provided.,5,Positive,Low,3,3,4,Yes,Satisfied,Yes,Survey,2024-02-15
FB-600469,TKT-101370,CUST-14074,Support was adequate. Could be better.,3,Neutral,Medium,1,5,4,Yes,Neutral,No,Phone,2024-04-20
FB-600470,TKT-100013,CUST-14122,Agent was professional and solved issue immediately.,5,Very Positive,Low,3,4,5,Yes,Delighted,Yes,Chat,2024-01-04
FB-600471,TKT-101953,CUST-08171,Resolution took longer than expected.,2,Negative,Low,1,3,5,No,Frustrated,No,Social Media,2024-03-02
FB-600472,TKT-100023,CUST-03568,Good support experience overall.,4,Positive,Low,4,2,5,Yes,Satisfied,No,Email,2024-05-14
FB-600473,TKT-101367,CUST-08888,Standard support experience.,3,Neutral,High,3,5,1,No,Neutral,Yes,Social Media,2024-03-16
FB-600474,TKT-101890,CUST-04690,Got the help I needed but could have been faster.,3,Neutral,Low,4,5,4,Yes,Neutral,No,Chat,2024-02-19
FB-600475,TKT-100752,CUST-03935,Fastest resolution ever. Very impressed.,5,Very Positive,Low,3,3,2,Yes,Delighted,Yes,Phone,2024-05-02
FB-600476,TKT-100979,CUST-02881,Agent was professional and solved issue immediately.,5,Very Positive,Low,2,5,4,Yes,Delighted,No,Social Media,2024-01-16
FB-600477,TKT-100765,CUST-08723,Support quality has declined recently.,2,Negative,Low,1,3,4,No,Frustrated,No,Social Media,2024-01-10
FB-600478,TKT-101642,CUST-03438,Issue resolved in reasonable time.,4,Positive,Low,3,5,5,Yes,Satisfied,No,Social Media,2024-04-11
FB-600479,TKT-101788,CUST-14690,Agent was knowledgeable and helpful.,4,Positive,Low,3,5,5,Yes,Satisfied,No,Social Media,2024-04-13
FB-600480,TKT-101441,CUST-11482,Response time was slow. Could have been resolved faster.,2,Negative,Low,5,4,4,No,Angry,No,Email,2024-03-21
FB-600481,TKT-100126,CUST-08199,Terrible support. I'm switching providers immediately.,1,Very Negative,Medium,3,3,5,No,Angry,No,Phone,2024-01-03
FB-600482,TKT-101172,CUST-09448,Agent wasn't helpful. Had to repeat myself multiple times.,2,Negative,Low,4,5,4,No,Frustrated,Yes,Social Media,2024-01-15
FB-600483,TKT-100904,CUST-06223,Issue resolved in reasonable time.,5,Positive,Low,3,1,5,Yes,Satisfied,No,Survey,2024-03-18
FB-600484,TKT-100186,CUST-14841,Satisfied with the resolution provided.,5,Positive,Low,1,4,4,Yes,Satisfied,No,Email,2024-05-13
FB-600485,TKT-100928,CUST-09367,Satisfied with the resolution provided.,4,Positive,Low,3,3,4,Yes,Satisfied,No,Social Media,2024-01-13
FB-600486,TKT-100118,CUST-14915,Agent was professional and solved issue immediately.,5,Very Positive,Low,5,3,5,Yes,Delighted,No,Chat,2024-03-29
FB-600487,TKT-101481,CUST-08102,Felt like my issue wasn't prioritized.,3,Negative,Low,3,5,4,No,Frustrated,No,Phone,2024-04-28
FB-600488,TKT-101184,CUST-01845,Agent was knowledgeable and helpful.,5,Positive,Low,4,3,2,Yes,Satisfied,No,Email,2024-04-22
FB-600489,TKT-101108,CUST-01575,Completely unacceptable service. Agent was rude and dismissive.,1,Very Negative,Low,3,4,3,No,Angry,No,Survey,2024-02-26
FB-600490,TKT-100064,CUST-04416,Agent was professional and solved issue immediately.,5,Very Positive,Low,2,4,2,Yes,Delighted,Yes,Phone,2024-01-19
FB-600491,TKT-101568,CUST-08971,Agent explained everything clearly.,4,Positive,Medium,3,5,4,Yes,Satisfied,Yes,Survey,2024-05-14
FB-600492,TKT-100918,CUST-13835,Agent explained everything clearly.,5,Positive,Low,4,4,5,Yes,Satisfied,Yes,Social Media,2024-01-24
FB-600493,TKT-100272,CUST-04648,Got the help I needed but could have been faster.,3,Neutral,Low,5,2,4,Yes,Neutral,Yes,Social Media,2024-01-17
FB-600494,TKT-100804,CUST-13410,Agent wasn't helpful. Had to repeat myself multiple times.,3,Negative,Medium,3,5,4,Yes,Frustrated,No,Email,2024-06-25
FB-600495,TKT-100611,CUST-05920,Nothing special but acceptable.,3,Neutral,Low,2,4,3,No,Neutral,No,Phone,2024-05-03
FB-600496,TKT-100506,CUST-01347,Good support experience overall.,5,Positive,Low,4,2,1,Yes,Satisfied,Yes,Phone,2024-01-20
FB-600497,TKT-101919,CUST-09254,Issue was resolved eventually.,3,Neutral,Medium,4,4,4,Yes,Neutral,No,Survey,2024-06-06
FB-600498,TKT-101259,CUST-01036,Agent was knowledgeable and helpful.,5,Positive,Low,3,4,4,Yes,Satisfied,Yes,Email,2024-02-17
FB-600499,TKT-100206,CUST-02576,Agent was knowledgeable and helpful.,4,Positive,Low,4,5,5,Yes,Satisfied,No,Email,2024-06-02
FB-600500,TKT-100501,CUST-05336,Issue was resolved eventually.,3,Neutral,Low,2,5,1,No,Neutral,No,Social Media,2024-01-22
FB-600501,TKT-100444,CUST-12010,Agent was knowledgeable and helpful.,5,Positive,Low,3,1,4,Yes,Satisfied,Yes,Chat,2024-02-18
FB-600502,TKT-100479,CUST-12554,Satisfied with the resolution provided.,4,Positive,Low,3,5,2,Yes,Satisfied,Yes,Social Media,2024-02-01
FB-600503,TKT-101582,CUST-08168,Got the help I needed but could have been faster.,3,Neutral,Low,4,5,3,Yes,Neutral,Yes,Phone,2024-03-25
FB-600504,TKT-101352,CUST-07176,Fastest resolution ever. Very impressed.,5,Very Positive,Low,3,4,4,Yes,Delighted,No,Chat,2024-06-02
FB-600505,TKT-100124,CUST-11194,Best support experience I've had. Thank you!,5,Very Positive,Low,4,4,4,Yes,Delighted,No,Phone,2024-06-16
FB-600506,TKT-101282,CUST-13383,Agent explained everything clearly.,4,Positive,Low,4,1,3,Yes,Satisfied,No,Email,2024-04-19
FB-600507,TKT-101991,CUST-02649,Standard support experience.,3,Neutral,Low,1,4,4,No,Neutral,No,Survey,2024-02-27
FB-600508,TKT-100305,CUST-03015,Agent explained everything clearly.,5,Positive,Medium,5,5,5,Yes,Satisfied,Yes,Social Media,2024-01-19
FB-600509,TKT-100969,CUST-03113,Issue resolved in reasonable time.,4,Positive,Low,2,4,4,Yes,Satisfied,Yes,Phone,2024-04-29
FB-600510,TKT-101650,CUST-05920,Excellent support! Agent went above and beyond.,5,Very Positive,Low,4,4,3,Yes,Delighted,No,Survey,2024-04-16
FB-600511,TKT-101141,CUST-06270,Issue resolved in reasonable time.,4,Positive,Low,5,5,1,Yes,Satisfied,Yes,Chat,2024-03-25
FB-600512,TKT-100416,CUST-03102,Issue was resolved eventually.,3,Neutral,Low,4,5,4,No,Neutral,No,Email,2024-04-23
FB-600513,TKT-101096,CUST-03919,Issue resolved in reasonable time.,4,Positive,Low,3,4,5,Yes,Satisfied,Yes,Survey,2024-01-04
FB-600514,TKT-101379,CUST-03816,Satisfied with the resolution provided.,4,Positive,Medium,4,5,2,Yes,Satisfied,Yes,Email,2024-02-24
FB-600515,TKT-100385,CUST-06156,Satisfied with the resolution provided.,5,Positive,Low,3,3,2,Yes,Satisfied,No,Social Media,2024-05-12
FB-600516,TKT-100444,CUST-02494,Issue resolved in reasonable time.,5,Positive,Low,5,5,4,Yes,Satisfied,No,Chat,2024-02-04
FB-600517,TKT-100620,CUST-07395,Excellent support! Agent went above and beyond.,5,Very Positive,High,5,4,4,Yes,Delighted,Yes,Phone,2024-06-01
FB-600518,TKT-101970,CUST-09455,Issue was resolved eventually.,3,Neutral,Low,5,5,3,No,Neutral,No,Social Media,2024-02-01
FB-600519,TKT-101441,CUST-13095,Agent was professional and solved issue immediately.,5,Very Positive,Low,4,4,3,Yes,Delighted,No,Social Media,2024-03-20
FB-600520,TKT-100658,CUST-01030,Outstanding service. Highly recommend!,5,Very Positive,Medium,3,4,4,Yes,Delighted,Yes,Social Media,2024-05-29
FB-600521,TKT-101328,CUST-10474,Good support experience overall.,4,Positive,Low,5,5,4,Yes,Satisfied,Yes,Social Media,2024-02-26
FB-600522,TKT-101807,CUST-12800,Staff doesn't know what they're doing. Product is broken.,1,Very Negative,Medium,4,3,4,No,Angry,Yes,Survey,2024-04-21
FB-600523,TKT-101559,CUST-11783,Resolution took longer than expected.,2,Negative,Low,5,4,5,No,Frustrated,No,Chat,2024-02-02
FB-600524,TKT-100640,CUST-04611,Issue was resolved eventually.,3,Neutral,Low,4,5,2,Yes,Neutral,No,Email,2024-04-24
FB-600525,TKT-100534,CUST-12301,Nothing special but acceptable.,3,Neutral,Low,4,3,1,No,Neutral,Yes,Phone,2024-05-06
FB-600526,TKT-100675,CUST-02548,Standard support experience.,3,Neutral,Low,5,4,4,Yes,Neutral,No,Chat,2024-06-23
FB-600527,TKT-100527,CUST-06097,Agent explained everything clearly.,4,Positive,Low,4,5,2,Yes,Satisfied,No,Survey,2024-06-26
FB-600528,TKT-100943,CUST-10117,Got the help I needed but could have been faster.,3,Neutral,Low,4,1,5,Yes,Neutral,Yes,Social Media,2024-02-17
FB-600529,TKT-101000,CUST-09671,Satisfied with the resolution provided.,5,Positive,Low,3,5,4,Yes,Satisfied,No,Email,2024-01-13
FB-600530,TKT-101073,CUST-03116,Issue was resolved eventually.,3,Neutral,Low,2,4,4,Yes,Neutral,No,Survey,2024-03-02
FB-600531,TKT-100281,CUST-10870,Issue resolved in reasonable time.,4,Positive,Low,3,5,3,Yes,Satisfied,Yes,Phone,2024-01-26
FB-600532,TKT-100018,CUST-08422,Nothing special but acceptable.,3,Neutral,High,4,4,5,No,Neutral,Yes,Social Media,2024-03-26
FB-600533,TKT-101306,CUST-07322,Best support experience I've had. Thank you!,5,Very Positive,Low,3,5,4,Yes,Delighted,No,Survey,2024-03-23
FB-600534,TKT-100032,CUST-14877,Best support experience I've had. Thank you!,5,Very Positive,Low,4,1,4,Yes,Delighted,No,Email,2024-02-26
FB-600535,TKT-100034,CUST-01378,Outstanding service. Highly recommend!,5,Very Positive,Low,2,2,5,Yes,Delighted,No,Chat,2024-04-13
FB-600536,TKT-100035,CUST-10762,Agent was professional and solved issue immediately.,5,Very Positive,Medium,4,2,3,Yes,Delighted,No,Phone,2024-02-14
FB-600537,TKT-100219,CUST-14635,Best support experience I've had. Thank you!,5,Very Positive,Low,5,1,4,Yes,Delighted,Yes,Phone,2024-01-03
FB-600538,TKT-101269,CUST-02223,Got the help I needed but could have been faster.,3,Neutral,Low,1,4,4,No,Neutral,Yes,Survey,2024-04-25
FB-600539,TKT-100161,CUST-08546,Staff doesn't know what they're doing. Product is broken.,1,Very Negative,Low,1,3,4,No,Angry,No,Phone,2024-02-18
FB-600540,TKT-101427,CUST-03939,Got the help I needed but could have been faster.,3,Neutral,Low,1,2,1,Yes,Neutral,No,Email,2024-06-12
FB-600541,TKT-100191,CUST-01641,Agent explained everything clearly.,5,Positive,Low,4,4,4,Yes,Satisfied,Yes,Survey,2024-04-08
FB-600542,TKT-100114,CUST-10617,Agent was knowledgeable and helpful.,5,Positive,Low,3,4,3,Yes,Satisfied,No,Email,2024-05-13
FB-600543,TKT-101023,CUST-03141,Agent explained everything clearly.,4,Positive,Low,4,4,5,Yes,Satisfied,No,Chat,2024-03-02
FB-600544,TKT-101158,CUST-01848,Response time was slow. Could have been resolved faster.,3,Negative,Low,4,4,4,Yes,Frustrated,Yes,Social Media,2024-05-09
FB-600545,TKT-100973,CUST-10063,Issue was resolved eventually.,3,Neutral,Low,4,3,1,Yes,Neutral,No,Chat,2024-01-02
FB-600546,TKT-101841,CUST-02242,Support quality has declined recently.,2,Negative,Low,4,5,3,No,Frustrated,No,Phone,2024-06-14
FB-600547,TKT-101902,CUST-04428,Good support experience overall.,4,Positive,Low,3,3,4,Yes,Satisfied,Yes,Phone,2024-01-13
FB-600548,TKT-101202,CUST-09799,Agent explained everything clearly.,4,Positive,Low,4,5,5,Yes,Satisfied,No,Chat,2024-01-23
FB-600549,TKT-100332,CUST-12316,Fastest resolution ever. Very impressed.,5,Very Positive,Low,4,5,2,Yes,Delighted,No,Survey,2024-05-15
FB-600550,TKT-101386,CUST-07276,Terrible support. I'm switching providers immediately.,1,Very Negative,Low,3,5,5,No,Angry,Yes,Phone,2024-02-29
FB-600551,TKT-101618,CUST-09835,Completely unacceptable service. Agent was rude and dismissive.,2,Very Negative,Low,3,3,4,No,Angry,No,Chat,2024-06-05
FB-600552,TKT-100109,CUST-10836,Standard support experience.,3,Neutral,Low,1,5,5,Yes,Neutral,No,Chat,2024-05-04
FB-600553,TKT-101239,CUST-02642,Support quality has declined recently.,3,Negative,Low,5,5,5,No,Frustrated,No,Chat,2024-04-18
FB-600554,TKT-100060,CUST-04437,Good support experience overall.,4,Positive,Medium,3,2,1,Yes,Satisfied,No,Survey,2024-05-28
FB-600555,TKT-101004,CUST-09021,Good support experience overall.,4,Positive,High,1,3,1,Yes,Satisfied,No,Survey,2024-06-07
FB-600556,TKT-100884,CUST-11061,Satisfied with the resolution provided.,5,Positive,Low,3,2,4,Yes,Satisfied,No,Email,2024-04-08
FB-600557,TKT-101581,CUST-09758,Outstanding service. Highly recommend!,5,Very Positive,Low,3,4,1,Yes,Delighted,No,Email,2024-01-29
FB-600558,TKT-100168,CUST-14600,Issue resolved in reasonable time.,4,Positive,Low,2,4,4,Yes,Satisfied,Yes,Phone,2024-03-27
FB-600559,TKT-101514,CUST-10275,Outstanding service. Highly recommend!,5,Very Positive,Low,3,4,3,Yes,Delighted,Yes,Email,2024-02-20
FB-600560,TKT-100010,CUST-01667,Standard support experience.,3,Neutral,Low,5,4,5,No,Neutral,No,Email,2024-01-14
FB-600561,TKT-100271,CUST-03361,Agent wasn't helpful. Had to repeat myself multiple times.,2,Negative,Low,3,5,2,No,Angry,No,Social Media,2024-06-20
FB-600562,TKT-101136,CUST-13242,Agent explained everything clearly.,4,Positive,Low,5,2,4,Yes,Satisfied,Yes,Email,2024-03-05
FB-600563,TKT-100724,CUST-12864,Agent was knowledgeable and helpful.,5,Positive,Low,2,1,4,Yes,Satisfied,No,Chat,2024-04-02
FB-600564,TKT-101768,CUST-01881,Excellent support! Agent went above and beyond.,5,Very Positive,Medium,4,1,2,Yes,Delighted,Yes,Survey,2024-01-12
FB-600565,TKT-101595,CUST-03757,Satisfied with the resolution provided.,5,Positive,Low,4,4,4,Yes,Satisfied,No,Phone,2024-03-06
FB-600566,TKT-101171,CUST-07176,Issue resolved in reasonable time.,5,Positive,Low,1,5,2,Yes,Satisfied,No,Phone,2024-02-12
FB-600567,TKT-100284,CUST-09593,Resolution took longer than expected.,3,Negative,Medium,2,5,4,No,Frustrated,No,Email,2024-06-22
